mol_id,fold,metal,cn,graph_sha256,source_member,source_payload_sha256,graph_representative_score_sha256,n_ligands,repeated_payload,repeated_payload_group_sizes,legal_ligand_group_sizes,donor_rank_orbit_sizes,candidate_count,challenge_eligible,missing_attachment_identity_group_count,above_exact_limit,grammar_roundtrip,exact_sha256,encode_seconds,exact_seconds,screen_seconds,screen_error
IBIBUT,0,Cr,6,53524a152720151ec6a4ef0ef358f65845b7d79ccef45e12509229b291eaa003,xyz/IBIBUT.xyz,0b19c5055dce9c79b862b30beb449775062a8af7114586c8af224f4e1126daff,387360b82c9b80361b870424697666919dd137a837da202fd3765de2cbd9a633,5,True,[4],[4],[2],48,True,0,False,True,33e219afcc5c4f23c8a95f3c90ff7b13f202f4f2f0488375c09b2fdc8b641e6e,0.007125900010578334,0.014398800005437806,0.021631899988278747,
KUYMAU,2,Zn,4,fb32956da7e010d073d9f10cedb2f76e3f9d773b7e609172640d3c076b235c40,xyz/KUYMAU.xyz,d55b18d9ae1fe8606fe7693eb5d91681e91afe2ca1a18bb153afa291a8e7de1f,3875027696c0cba52f19ce009b5c77ace1fc37fae0581a3f192d846f7a271569,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,7108cec72eabba36894c5416d7afabb0b8d24125d24252dfa9a8226e8331f4b1,0.006742900004610419,0.0006941999890841544,0.007569300010800362,
BAVJUH,0,Pt,4,8163971f4554d8345077647daba672db1bb8f38abc6dfefc0fb2022d3c385729,xyz/BAVJUH.xyz,1f2373e2bb4025467643ac3a93d7fdee221c1269ee8b645e479ad7267c2ead46,387848fa8a4316c5f342e5e37ab85d756f13ad70167b9329adb14265d7797cd2,2,True,[2],[2],[],2,True,0,False,True,2974331c5a4e4c4fc35d014f3d59d62da2c103b0676c49c4da5173c6e5a030fe,0.0037654000043403357,0.0004140000091865659,0.004268599994247779,
DEBNEF,4,Ir,4,10b790380aa19f4ffa9e430bea687fe65b6314bb6f296d340d9cff5ff32bc430,xyz/DEBNEF.xyz,4885725b235680315f158cc418bb89b6e331f8cbbdb1cc2cde28c34b6711a740,38855d7a65d33a2b6002574563d2087d7b1e06abc3b84a034c3be5a7fc8b60c4,4,True,[2],[2],[],2,True,0,False,True,3b4f24e7186554e51afbabd3e34e8bec7e6be910873a74c87ba23b6be12140f1,0.00766580001800321,0.000838399981148541,0.00862149999011308,
NOKDUO,3,Pd,4,ddaf2b084e261dbdb1fb85bb20374ffef17585c9a13761e426677863adabf81e,xyz/NOKDUO.xyz,39fb74d3e9414c39abaf69fb89b2575855d8025e4288ad700dcf217bc8efc7df,38965b56018279efc6158635aa69b3c677fafb3b00c62d24530bfde371c5254b,4,True,[2],[2],[],2,True,0,False,True,8579352da620828bbe6bab31b488744c62d6c26220e64e1ca09d14a8c5826379,0.00608639998245053,0.0004887999966740608,0.006698799988953397,
LONFOM,1,Pd,4,b95754901e54fadf8c32a610e3395a2f72fe31fb7b2433e9af0c2a2fe548e86e,xyz/LONFOM.xyz,5e88d8c30b6018096a403d7710d9bef847a25fc2436e4723e1a76af432cebbe7,389b87e5e11b8626dd066ddb136955cfbfd1d4f7d2cb4cd726db55852912eb39,4,False,[],[],[],1,False,0,False,True,2dc6bc65f7b87592400fcb9bd8bebee35cd7a5aaf4ee349293b5b5d92276f5f2,0.004740400006994605,0.0001582999830134213,0.004988799977581948,
OGOMUT,3,Pt,4,d45d2bd3ae0bfec465535b421d9860777bf8080aebc2f0be2190dd22e7cd2286,xyz/OGOMUT.xyz,7fb4af8eb6a9ed7de99d917ece85a7dd8a8ed3d9dc0d56301231b8652eb409f2,38a5c7f3db9b81e45bc3ebd5e98b72fb8f3ae85e88a70d4d98b68ad502849799,3,True,[2],[2],[],2,True,0,False,True,92c5bb5be78954ec82a6ac62c43cbd22d5e8c5845edeece9d26ea83716872819,0.0018124000052921474,0.00046010001096874475,0.002341100014746189,
OGUYAS,1,Ir,4,1fe48c4a2cbb4d48e58e3cddfccdf29c75969fc59eee24341eb47a714d9a9406,xyz/OGUYAS.xyz,c7385a13d0ef07512da7586b66a1c0227116f7beb0a2109105ef1fe7c5340ac0,38a6a3e9a051036d24687594d61f24fdd00542414fcb2a06f55e4a77d1abab72,4,True,[2],[2],[],2,True,0,False,True,fc0caf89eff8ef6d8eccbe2de3b9547dbd4a71ee1eb49a92f4e8dc65599932be,0.005870799999684095,0.0004434000002220273,0.006415599986212328,
GEZKUT,3,Zn,6,bdc308c0a7ee384de3cb99a8715e9d4f0332e74043043ae20edc0d416b355d41,xyz/GEZKUT.xyz,ce53413ddcd815dc1b9d77d76c54b6eaf42291ed2654f99ed1ae8b902c3edab5,38ac65332a19da7305cf0a0138928fb4dc5c85023ba105f538f02af509340685,2,True,[2],[2],[],2,True,0,False,True,f5aed01e9ee361b9055f43404c6452265a8d861596eb77bffc5c4dc79f90130b,0.0104128000093624,0.0005590000073425472,0.011084099998697639,
CAMKIO,4,Rh,6,772049c28657882dead5f043a198b599e720a059576eca2cb90b6abee77b0927,xyz/CAMKIO.xyz,7b00c3217baf8b4126c60646ff67b9b638496f7dda5ca8b51527aa38b7060b40,38b1288ba52f5d8a45b5ce5ac6d8cf3d19eda771320c7dd02352f996f41c8d99,3,True,[2],[2],[],2,True,0,False,True,54b539637b424060cbbe3eb6e1241fa72f06fcedbc01f91341fcd842396cf191,0.010320200002752244,0.0007027999963611364,0.01112819998525083,
TUYLOR,3,Ni,4,7c3716441c7cc882fac95ad7f7f36fc8cdd5ccead125751cad4e42ba8a1267bf,xyz/TUYLOR.xyz,91dadda33401da649df5b8e07596e2c52625e45ad63e472ae7e450a1dbca5ba5,38b42cf88f2b74e85184618267319d12b2eff4fef82b0b11dd1cc7a69c31f66e,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,4d5a035c70e2184d011c1836ad95c2c15f83aa1e2861640c68754dda2d28f0ff,0.006004199996823445,0.0005575999966822565,0.00666269997600466,
YEPSIV,3,Ir,6,a8aeb6942cb23b8d97f5cce0718a5710b979f4e9d9fe193aaa0aae0c95972afa,xyz/YEPSIV.xyz,62911c4aa66e746e06ff27da3566ed6b67faa0b3556563b779574a2560c3c0b4,38c37d33a333fce4e55e94f25275f26798a28bb30c84c89f77304a246a537d0f,6,True,"[2,2]","[2,2]",[],4,True,0,False,True,99c37a81225b0fad2f1ecceab751ba6e9a5e5efb9fd03c4242ad5ba78eeaa32d,0.008009199984371662,0.0013111000007484108,0.009438499982934445,
COYNOT,3,Cu,4,a28dfc24cc6f5d3e1bee273c4d1532917acf4dce5c381b6b3f228ba9082f0652,xyz/COYNOT.xyz,7844b0419e949330c29baf114e464aa51145600b3b37a2c173608367b4a82d13,38c65351d66a2142e9fe1bc1122f67a9532dd28261c6af710f62d9491baaacbc,3,False,[],[],[],1,False,0,False,True,06fae64dab4755615ba2b1c916a0773c1540ced270667455fdcb87fd546a4b1a,0.0068100999924354255,0.0002463000128045678,0.007183300011092797,
GUXHOX,4,Pd,4,2a6f2c41614a1837391e5302bca9a38b5f1c104078e019ad9e0db943852d82a2,xyz/GUXHOX.xyz,16317a7a742fec3a62990e02e192a378cf41e3041afd7e9e7f225e0b34db82e8,38c7a5162b0fac9de6ff6cccf0d191be003cc3de850a4a7eed10aa7ede791e4f,3,True,[2],[2],[],2,True,0,False,True,b5ada6aa372ff5ef8c64037c8fa0c38c926f03f480aad722e811f015197d288e,0.003565899998648092,0.0007545999833382666,0.004439199983607978,
AQIVEC,0,Pt,4,5246efdab991e9748a9fe67229a5405ce855c3b39b7577aec1ebf8153e0a3fc0,xyz/AQIVEC.xyz,d4554347d524b616d593445dde647d272836447172601ac44b83cdfe382611c8,38d06403bc3c81f693e787eb6001ac0b623bb64d490aafe7daa96715094743d3,2,False,[],[],[],1,False,0,False,True,a95179d8aba12e7d9ec5217bfa78d2a93b31f097e4780f09e98241e671ebdf84,0.0023114999930839986,0.00014600000577047467,0.00252909999107942,
GENGAI,4,Pt,4,8de64dd820181d593e86b4d2a9038050b5d68aee6927dcad91cdd399a19a5871,xyz/GENGAI.xyz,64d6c887dd75aedb0d61e24d1d617da825ea66ea67b4ba739bb5f9718d002f4d,3901b649f40f81dfdfeeb339dd571b48addd6bf851f244f1235647d7ccd7afc5,3,True,[2],[2],[],2,True,0,False,True,0aa0e77724dfb36688dac0d8180a5f94cb38a1e462ee41a296e27c846478b759,0.011796100006904453,0.0005530000198632479,0.012499100004788488,
NUXLEZ,1,Pd,4,26db45d9772f0fc4cd4c3e81de95c8babe9aa1c40c1151d9c02e2f1552ae719a,xyz/NUXLEZ.xyz,5c7f58a865e26cfd0af053861256dc23af8b0c2f02d4de87316b59b5d6f19939,390b3e9ec5b799eebe2d1248af5478974278b94fb1b24801088f2972f92c95dd,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,fa533eb6899ae2ae2711e5e56c2d7ce1068144bc5867a6d96d72c2afc3442d85,0.005674200016073883,0.0007439999899361283,0.006506200006697327,
TUSXOV,0,Pd,4,f3eb6a265c7f90c3f94b306742140025eb3aa4d6851a7f28dcdaf778ff83ec7d,xyz/TUSXOV.xyz,a978d6e7c82cf07f331bbc1693cc48cdbac549ed5d81bf73b7aa618492300fde,390ba1c7af41d29e7ade545ce359f55b6e70b64b19e4b6cb90277348fb97159b,3,True,[2],[2],[],2,True,0,False,True,02cb94df406d0e076cf74aca449f0e20795bb0b14f27b222b7fe8f6512184bf8,0.0038148000021465123,0.00044540001545101404,0.004336300014983863,
PIWTOF,4,Ir,6,59cceda4e99b0acb4b10d72f59a5fa5e4308519f3720646dc721c42aaabc05df,xyz/PIWTOF.xyz,1cd05ec9c02f4e685ed8356bdeb1df9e2cb27a2f6aa412ce083bdad8f75adceb,39123f25aff56ce02384db64131ba72e990ed552b04c840de87f9f40ab17e6d5,3,True,[2],[2],[],2,True,0,False,True,a4e11b0cf0685eb04553759253c360a455081ee579d2b52572f1aa1a80012833,0.010081100015668198,0.0012863999872934073,0.011545200017280877,
WAMPAF,3,Pt,4,c453409f4fc0322449fc1d63d4e2ba397b78f2d4d273618922285e603757d12b,xyz/WAMPAF.xyz,7cd5462a2a4e92a75d7efe32306b39b0f918bdf7f4f60168fe47668cac7a7af2,392d26b556c37e1f69b6e594390b4d3576dd90dcc136def2fc5d239e48033ab1,4,True,[2],[2],[],2,True,0,False,True,d18d6fc4ae5271ddb199ed29353a020c468895448ef4399abc5fe9dd07b97b69,0.005116899992572144,0.00048719998449087143,0.005705999996280298,
OXEKIO,0,Pt,4,cddb3244277f6ce44395d0c75e73b541967e5bf389ff9c42edb0ebdd2eb3827f,xyz/OXEKIO.xyz,ab3ec93598d4046cada1b2df051a279923bd56389418e4737f0ad22159821eb5,393bc7ad3727fb5b72a64a2f9e5ffcf0e3dc53d4332232cafc068c1826d53b17,3,False,[],[],[],1,False,0,False,True,bcdda7227fd763a2c93a91ea5084890f30151ca7dc15bcd85c81dc682c955884,0.004245800024364144,0.00026560001424513757,0.0046107000089250505,
WEHLEC,4,Pt,4,93a25bf9537e9e119e8597ac7254f2fa58d3ae857b46e7d8310fd6d26d431612,xyz/WEHLEC.xyz,0c4ae63746deaf0516ad0eb64bd8522241262697a3d44ab96bb4e8494e14deed,394a683863ce2a61b0dc1519790ded3fb922eb24079c6b22377876d0d48e9fa6,3,False,[],[],[],1,False,0,False,True,97c4fe960f678b806ff1fc0b7ddde9e3218558fa5323c795ce5c8c9a168d5a26,0.0029557999805547297,0.0002473000204190612,0.003299100004369393,
EPIMUO,1,Ir,6,4f9ee304f463bcb7d2eba75efe248b82642414678d052942f8d5c948fa5b8509,xyz/EPIMUO.xyz,34139a271fe6236e748ac49967964e1401653ed8a3b96be32f72c29cb821db19,394ce1e8e75fb24440a8f61f4d56ccbd8ded41f92d165f70e9fe60ccef20feef,3,True,[2],[2],[],2,True,0,False,True,0f005dc581fadadd6b387a3e76941f53a1b3d4934fdd3102f632e6a439d97a74,0.008087800000794232,0.0006963000050745904,0.00888530001975596,
SEZLAK,0,Pt,4,ef53179e4fb96e39c8cbab9e88cf85e4fd75d5ee69a1b284b9f75b889a185dbc,xyz/SEZLAK.xyz,7bdd033569efaccafd84e6ab1203358962805691110d73f451042651788870d5,3951afe72a96c279270b6ae74631686c4330bdc20247669a06029263bd3181d8,4,True,[3],[3],[],6,True,0,False,True,5b8c6267662e7e4132c8021dc921caaedbbfbc4fe18c4cf734d001b3ad4cc0d8,0.0027623999922070652,0.0010781000019051135,0.0039363999967463315,
PESFIC,3,Ir,4,f58c34f12a2d95db55f71fb44e43dcfb730ac61459b8879ed3b7fe96b6d1f396,xyz/PESFIC.xyz,7ca3771dae30744e6f3ae720b76b5d87748ba1cf26d6a8b9f2a02cbac8e54403,39589e90b8636c0f8675d9b62bbc342207114584a4a85793d81066092ad33e37,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,9c80f4aee2b241bde2420110814bf4f18a93dc53b7841c93504bf79507ae8717,0.006921399995917454,0.001357000001007691,0.00839490001089871,
NAPRIH,3,Ni,4,8c2d6640daf34cc1f2ddbb8ff94156e5b34f38ea510fa5a2a535ba3b0feee396,xyz/NAPRIH.xyz,944c3cb06cb4eb8f0f034a1bd0b270e7fc0090f0a84be36c7521150a0e3defcb,3958d1cdaaebe30681ab755fd74381c27268faf4ebf235976b1df33a1f352eab,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,28f69a649c384495c6cb4e787d72fe05404ff655e1ad46000f990ed8097dd6a1,0.004789499973412603,0.0007953000022098422,0.005690300022251904,
SOQHIQ,0,Pt,6,23808981fc650fd7d97667eda68e337d8e6bdb1165884439dd0d4c6ff83913c3,xyz/SOQHIQ.xyz,283dce33b84ff1a823548357e9cf4dc34dc88448691b446d53c8b70013f5a573,395ecb83e59ae0c3cc277844d8afd806d5062efb6ed8ad8c0f2731f0725f9fca,6,True,"[2,2,2]","[2,2,2]",[],8,True,0,False,True,0d05dc629b14796b5d1d39c6c360d8acbdd68cfbc7a429d88a334eed88a10388,0.0069549999898299575,0.004383399995276704,0.011463600007118657,
IHOFER,4,Pd,4,f1043bd10e22a2ed3391ec7a2b4ff47d4abae2692c990af05ebf59965a8ed464,xyz/IHOFER.xyz,a2e794a658445c408e605f5dcf3b4c4f977642f08bd0c811091ee4eb8cbc31d5,39823d3cefb6c7d0db0c2fae5d2985f32f837dc7247def09b3b13e114f22f125,2,False,[],[],[],1,False,0,False,True,40189551d8feb42d091e163f9dc7b5d2b2f9a10bb181356326ab6a70c6eb5038,0.004445099999429658,0.00014519999967887998,0.004714099981356412,
SAFROK,1,Zn,6,e9ae5791c91f1227d0c54a1e6ad3e13d71bbbab08a537e11108482aa7ab03c71,xyz/SAFROK.xyz,43400e2da955aacbf396ea448172128f3ce50dd40d30c3e99ac305c229f9caac,39886d757cbbbe84530ac18b261e4fe3709c9607de7dcd999bf1a023fe42e81f,3,True,[2],[2],[],2,True,0,False,True,b7f250399804328b9394e1e5d53fb6f3c84bd3209bb038d2044cc730c9c881cf,0.007064599980367348,0.0006610999989788979,0.007846900000004098,
UQEJIM,0,Pd,4,269d9e756d47c17d0ba2954115c3740996f9c9a02f037c5b9e16df3c35494467,xyz/UQEJIM.xyz,b296e7584d155eeade2f6bbfd360eaf57e502d2db5cd55c03e53ee1760a3bd84,39a57e67ebbb19d0698d40454025da38d1852bd1f259a654b695b16212ee2851,2,False,[],[],[],1,False,0,False,True,a43f5f7453ee02abdefb894531a2bdd94d08a789a38cb1667517305bfb0c3535,0.0056053999869618565,0.00022759998682886362,0.005949899990810081,
BOHXAA,0,Pt,4,deebed658389668a8c7d37264d848316df37ed7850043ee9e72c7e520d087e14,xyz/BOHXAA.xyz,8126fa0c406611f8c23f0dcc1a0bb4d4d52d64f387b10c525bb8fd8bd53587f0,39a78b45be4d88229fb151ee306cd3becb4b10a1b5735788b70cd0747976e376,4,True,[2],[2],[],2,True,0,False,True,98b667d477a3850e499b181627e3f31452a4f47936a5394621b63d1fd5967c7e,0.00946449997718446,0.0008169999928213656,0.010443100007250905,
YILMAI,1,Pt,4,99eaf6fca987fbe51e122729850dbad7fcc7a5144b23502eeb1b35dd1cba5cb6,xyz/YILMAI.xyz,4c86d85b143b3d378d4a7cd8e69e054f2bc9cbbb64e25109902cdb17aa2be5b6,39a86bcd52211007f255c0b1912dc6d24154a3b0d914e39c6ac0f337243f69ea,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,c9d9162072d5a06f3070d872fd59b9ad95b0a5a01f1597a36c5575a0208b8289,0.0072567999886814505,0.000769799982663244,0.008129100024234504,
YIXTOQ,2,Zn,6,66f34412b23c193f498c14f039d6f67177be095977fa44aafedd8afc8880f3eb,xyz/YIXTOQ.xyz,5d4ce30b4f4e0701a46bb649e6db3862471211a1bf3f98f8c92d6cae858ed735,39ad6f6f5adf1d86781d31454c83423290dbaa9a5b2beadfd2017901fa76bc2e,3,True,[2],[2],[],2,True,0,False,True,07b80347ad08faeec63d016217a486a3db0f54d3f4c6276e44ccf83c18fcd073,0.00824950000969693,0.0006870000215712935,0.00904509998508729,
VOGNIP,3,Ni,4,fd8d519feb147e31d0d8f69ef8da9591267b34aa6abeedff577b3ce5abccf67d,xyz/VOGNIP.xyz,b2c5a22c6ae07623eb993ae154f0d01d2deedc66e907f9dc43bbec20d45a3be0,39aea458c5b098500ac0cb8d6bc753e64446f3acfe805a940576a558857bee80,3,True,[2],[2],[],2,True,0,False,True,892e55344f5ee5ff3b7e362ac06e8d897261b31bd14d7042d029ed6c7394a9ec,0.005024300015065819,0.00031849998049438,0.005431199999293312,
WAYSUM,3,Rh,4,adb081c449752e29a80e773997301654523ffc9986ea95e35cff1692030f94ab,xyz/WAYSUM.xyz,db0addb5dfe0a41304fe0c08e62e5e298ce194bcbcf9e023e8945290c2d2a946,39af61eb1e1a3e504ae44869318c7a1efe87fdaa09968ea4acff0c635a6e172f,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,7ff6300c4675646e85f6530263349d3a3f2d15dffc9b9cbdce10e2c16601fb6a,0.00884070000029169,0.0013852999836672097,0.010385500005213544,
EHUMAY,2,Pt,4,241340834afcbe160e4370cd6418ac39a380e4e90a880d432ca4073e75967b22,xyz/EHUMAY.xyz,78e2198ff4669eabc9c7304d6c372b236d1e4b76b5401b03ea39305a7bc16fa2,39c3ce08d36ba64d7a13a7a269e6552801ef74b3aa8afa7d2ec154d55e4a37bb,2,False,[],[],[],1,False,0,False,True,ae1b60cde0179860fee031f57dddc7416a97710157e58c682e02105995614dc5,0.00508190001710318,0.00023209999199025333,0.0054348999983631074,
ULUTUS,1,Ir,4,84b82b4aa8059639ea5d69601c00cf0f988a25f4547d441c41c5dfce82bff5bd,xyz/ULUTUS.xyz,e0892f90bb6f3b369b2524dfdbcec1c980978d1a5ce4f78a79fc05d3e63773b0,39ca3e8bf7a3d3556ef1ba34e875f387eb7e627b1de080f287f26f9a33905649,4,True,[2],[2],[],2,True,0,False,True,31b27710e8193286e9b3c274c048ef56e744f018ceb369aa91333ab8456d791c,0.003879099996993318,0.0005134999810252339,0.0044834000000264496,
LAQXIN,3,Pd,4,fdefb2b4c9ab636faab28803195db8458a046633abef33a142bde8b473660e0c,xyz/LAQXIN.xyz,755afbd534d22e96f882bc43197b8a488282cd2a7145786118a116a2c7c8c50e,39d3738aef40e5543c04c69b512468fc77fe19f95288532e63291886f1650411,4,False,[],[],[],1,False,0,False,True,4d7dbc84b66c976846677a5457b7f26a4ec5784824fcb80cfa8f7af128ef39dc,0.006369199982145801,0.0001823000202421099,0.006653599994024262,
CINMOE,4,Ni,4,011d5e4f96c8553dc6cc422b2324f9545566cc9a5290cc212dba25f3d8ad2e7d,xyz/CINMOE.xyz,64665d8e0f1cf5c5c463e48ab83a93a0461e9033b2f04c36085e696d29a4f4b2,39d75555b07a6663832b515c1e423e37f0a8c14cff826a9d6229fbe8f5a3b0bd,4,False,[],[],[],1,False,0,False,True,39da0de7f6d6698f7d812cab6a05a5f88ecf976c41d8a146468e5361e34e604e,0.008446799998637289,0.00020300000323913991,0.008808699989458546,
IPODOG,4,Pd,4,d8ee73e007a6ab798163434cccf7f94b444061a0209a778e080e16c6b38f7e76,xyz/IPODOG.xyz,2678daebb9bb15f31560e84361fb6591d0d9e841a01b36e6510442792c5b6de2,39ddb0f80e044bbb6927eed4362d33b97d4d54e296981967f29302d55855ed1a,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,3d18e4c79ef2310b3764aacf23d63698b3395e8f11b449553767e09dad1660f9,0.005331299995305017,0.0007377000001724809,0.006169200001750141,
YIPHAK,3,Pt,4,e92aa9ff53a5fe0662f2e743ebc04cdcd62436e8663bc8def2daf491f5d01965,xyz/YIPHAK.xyz,cfa7723220ecf5ac832ead555457294b51617fbe1b2ca776cb74b75331b64b21,39df23b69735260b3a0b7d9424d931d8e5a738c0ce6b263e8b9ca0fc30894051,2,False,[],[],[],1,False,0,False,True,6525cb4c5592a5f4f9f61830f85e40637af955e4142eb6662731079ecb05177a,0.004458699986571446,0.0002496000088285655,0.004816400003619492,
PIFVAB,0,Pt,4,a8706c63ffe44384f9d069dfecd9d74527dce040003a58e71b15608c86a68b82,xyz/PIFVAB.xyz,78f2b2a1dbdb7f83b7b8819ab79d79b67dd6163ffdb3f961401dd4c0bde8527b,39e6463e8b8966b2bbee46f0aee8c634142fa77364f3d4dfc8ba5bbaff964f2a,4,True,[2],[2],[],2,True,0,False,True,1e1742f224eaa25307bc631a6f42dfa725c0d93cf02338319cf76e5b61a6e61c,0.005524200008949265,0.0008382000087294728,0.006479899981059134,
ZOZFAX,2,Pd,4,508e65d41b1c58b40e182b284ecc3205b693ead2dbd6a067a56b4b61b87afd17,xyz/ZOZFAX.xyz,1590adfe4afbd350273aade3b342066ff8245e8423461dbec347704f4bb924c4,39e99a2cc020465e914c77233d6b098280f52f65df4ce4e97768a391e8686093,4,True,[2],[2],[],2,True,0,False,True,ccadc6a329d44ace200d7f3e96d07a0a665bc629740760ae58c12a42ea15f20f,0.007648400001926348,0.0004957999917678535,0.008287400007247925,
MEXXAS,3,Pt,4,52825a65a67860f5ebd862ab5bcbd59287fbca40b9475b07d136c4f30c1b0703,xyz/MEXXAS.xyz,79e069f277086869cee065afb51abd094ec7ce050b06d6ba98bd4e45ceeaef4f,39ef7d83acc0aa2efddadb8f7c3065e955a5dc0515433ec665f32e69be3a6230,2,False,[],[],[],1,False,0,False,True,3876d87948d95d076a6c45d12dda7bde07058ffe99001bb480fad4c176f3bd28,0.003969000012148172,0.00023289999808184803,0.004306499991798773,
HOKMID,3,Pd,4,604a4ee658bc8d35242fda54fd2847eeefeccf659d7071db1364c663325a93e2,xyz/HOKMID.xyz,f31b2c263e8f9bef329573878aa94904c8e59477c7b216dba78f2893fd2a4d22,3a03b8e57b05943cf96c9b523659172865bcc6f1fd2ae56d87da49e0fd275ced,4,False,[],[],[],1,False,0,False,True,8254433667287d9ccf751d1684c7130a88e3698fbc2cb58bc3ff9ab8f9eb643f,0.013191799982450902,0.00028169999131932855,0.013665899983607233,
MOQMUC,0,Pt,4,7f393ce1f410135071c78f211542a7ead8f8bc107ade498e9fb6bdc06ebf7318,xyz/MOQMUC.xyz,a2ab585f9923c609eaad66be6a1c704f8720cc857ccfce47c13d863967b5c64e,3a07694a1d680ada275a0e9aace8300497ee1aff2acd4b7d15b88fa627316e0f,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,14062ac876959b0c455d6a6ca410e84ba2164c9a8d801d22b7370e6a112bc999,0.0026320000179111958,0.0007661000126972795,0.003477899997960776,
WENJII,2,Pt,4,81a2dd557feddd626cf32dcf26d9d18a2daf8b77a44e23dfa4092912a60af5d8,xyz/WENJII.xyz,5b7d0270dad123fe2dc00fd683fffe69c35d0b8070a4ee95846606b74827a661,3a0a82920555f459cf99cf338abb9d4985533c2769f91d6e67ce94785b3c86be,4,True,[2],[2],[],2,True,0,False,True,003a3d3fa07b6be0837984a32a413058ddbd5608f8b2048e3f84011df2a142c9,0.001718199986498803,0.0004769999941345304,0.00227569998241961,
YUPKIG,2,Ni,4,d419070f5ff9e86d674897e7151aa72887ce5c470af6deed1a11b6b067567a8e,xyz/YUPKIG.xyz,563262cfe45cdd335baa411aef52282eeb9daedc6721d05380b1eda42c25f24d,3a12684587b2bcaf856722f4846b13996deee385944d701111f16b0cef246870,2,True,[2],[2],[],2,True,0,False,True,ef0b1906d6109b7d61d93bfd67ab44f007b0c4f6be33411ff87a4324cc4cdffd,0.003086299984715879,0.00041259999852627516,0.003574299975298345,
CEKWAT,0,Zn,6,239604a2cc5e911e2f69cedc13fc972c8b360e656e50975fac52c2038bf350e4,xyz/CEKWAT.xyz,87416060a3be57d49063ef0b6cfa4d596f7faa5b540902f3d9e285f940e4460d,3a137f2ed4ea2540641bc2e4336f0d5ba61a066ce52ed5ee434ac1079e71d0b6,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,68db4c6f407be4866b1d8205f2ab73bb7cbc822b98d58843652a7e971109a85c,0.00958299997728318,0.0022145999828353524,0.011946400016313419,
CAJNOQ,1,Pd,4,c34de53a0cefe5d9568402b942c016691ddbdab73505b0b02a7d8ce1353c79c7,xyz/CAJNOQ.xyz,fab0857ef0c7d9b4d93e04fd54d64ff445b0ba327ea9eeb8e46317e1491cec58,3a211ddc3bb80b90c697c55e272d026dfb02a6dfdb1b26b555a3db89c5178123,2,True,[2],[2],[],2,True,0,False,True,63bc586a4632e69467a81353ec9f34e097bb506ce550ae2ba2093afed066e55c,0.0017408999847248197,0.00040759998955763876,0.002215699991211295,
PULKUF,4,Ni,4,4d163b6779ad0f183c7594fb7e57c2a1f8adf1b5c5966d11668ca8f381f1ab14,xyz/PULKUF.xyz,1d972c77c5f1d4a02ad5fb6cb254b6dd289592eafa66e2171382450bbede00e1,3a29f97ddc8ea8831e162958a32d4e41976a3c34df5324fc98fbbee0b184d131,2,False,[],[],[],1,False,0,False,True,ad9b14c445534bcf797ff4c81a2531d7edf22df69e61cc6eac5814ffab5b0b3c,0.010450000001583248,0.00024500000290572643,0.010829699982423335,
KIVKUV,3,Pt,4,377ec04bad07a876eabcc2bcb48350e069956064485ccd8c3df33717111a9f14,xyz/KIVKUV.xyz,c8efa1e14e5c4fd886d56e5d244e0035949c1cc7e107e081d974da837f87a999,3a2e0af5604f73ce2ff3382c25d405c2fc8ac2eac71e851ba89a8ced692aacf3,3,True,[2],[2],[],2,True,0,False,True,8ab470a1247afa513e2a5866610e03b33063a2b7f4a34ca0b1ca1f7958541a87,0.0015144000062718987,0.0004589000018313527,0.0020334000000730157,
XEQXUN,0,Zn,4,275aca9bebc7d951a2451f704f35b664a55eb7ac71b6e95b1e4467f86e5459cf,xyz/XEQXUN.xyz,1f0904cfd9b8747d98c05995496405f68e9d1163846f5cef2f3c7df2d53a2015,3a414e92ab87fc39369d0673ff06b88647ab56297f8bd98ef678b4867f58816d,3,True,[2],[2],[],2,True,0,False,True,133e90304b1f2a3162d77d091b4cdf79534e9dc0fe87d2ce32bd0f69efe324a2,0.002383599989116192,0.0006790999905206263,0.0031451999966520816,
UQESUH,1,Ni,4,2bfe15c831e8a64e8cffb291c5a55265e66517349e64247d473a27771d5bdef5,xyz/UQESUH.xyz,99aaa531a6f531013c3d49ae979c984ce60731e225e5c5f736734b4b2fa45a23,3a4ad416560011a6b03bd61e5ed13d5b2f853c96b383da59df5e6038cd44ea28,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,04ab9f0cc14b62a1ea0bfa20a532283e82ae999965f3dcd0809a34d52d1bd5cb,0.006130399997346103,0.0012332000187598169,0.007481200009351596,
