selection_order,cn_selection_rank,selection_score_sha256,mol_id,fold,metal,cn,graph_sha256,source_member,source_payload_sha256,candidate_count,repeated_payload_group_sizes,legal_ligand_group_sizes,donor_rank_orbit_sizes,in_general_n1000
255,174,0c91dfa5c40646821cfa235b4f41e82be51c6d6f3935b080650ffa025654a742,YONWIJ,0,Pt,4,bee925a347bd3abeb20cbe0877a7ab69691ff3bc92046b681f537a023a90211b,xyz/YONWIJ.xyz,a5cd36051bd6328908e3586c93da535a2f30cf67fd046a032ccce285e753c0c4,2,[2],[2],[],True
256,58,0c93cda5125f67adc58f3acedfceb20c3fb0c56bd25bdd2ac1eb090f8db0a244,TIRLUC,2,Rh,6,f0ab1d53853a239d7684672d27d45142dfb1caf6bfdfe4a208ad73d5901aefd2,xyz/TIRLUC.xyz,7e2f77f10929fa0923958342b6336ef9c7fd90c8790db357f9052f2e9536491e,6,[3],[3],[],False
257,175,0c970fb7975faf1ba60eea4b5efbc562b2648ea352c211126185324ca3daafc8,PETKAB,3,Pt,4,69fe9ced0f50c711f472b943cc124f0df7f912ed4902383da5033a976b0e4774,xyz/PETKAB.xyz,aca05f7b60816da3bb20f5e5fe25de2e89f047a1b2efac6643865847b4235333,6,[3],[3],[],True
258,176,0ca0336e7bff7d03cb50d51690300c93e22b95cc721d45dc9dc3be3a8a077ae0,LUHGEB,1,Ni,4,d80aa5db9dc8028ddc0176b7b3d701582626226e742498a3d295a0abd710b9a4,xyz/LUHGEB.xyz,5e8a89ece13591ac015c0218d3db1eefa1f6dd1c384e83e4f6bf18ed71f55df6,2,[],[],[2],False
259,177,0cbf81fb01ecc03891636ad1e1140cf4eb9d8483bfc27bd42cd38cfa1ef43770,DCAZPD,4,Pd,4,ffe2a3875d4ef35d5425e2e95c49f160b718a5a82bf46e3a39fa8ec73e5e4a74,xyz/DCAZPD.xyz,9ce1522b5f2824d4396d4eaf3fb13b8c07202b667070e154366723af230d06ab,4,"[2,2]","[2,2]",[],False
260,178,0cd2fec6b8052f98245a1d4beb1652cf4176f6935bacfff45cc945c85b4e11da,JIJWAD,2,Ni,4,ab95ca792d91527281ef7597367a7c9eb145bfb02a1d086e3a2889fff34675d5,xyz/JIJWAD.xyz,ac3d2ce0cc7602435bed5e3d62cb0c1029680894c9097e6960a922773a25ff1a,6,[3],[3],[],False
261,59,0cd9f33f77a8f2a5a648561657226c5b8fe5e8f66dce4165f0b1966ff64e0697,VIPLEO,4,Ir,6,347d7efc88e4f967ba782841a2e4c3ee99dabe91a1eaecb7e14a7f368630ee86,xyz/VIPLEO.xyz,9903f70119f084893260592f7cf58a006a74eb2968a68537e71aa0a2fcb4601a,2,[2],[2],[],True
262,179,0cdf6d6a432eb7794b83a0f06687f937d37a82ffeea4b6165270a8faddff5912,DEVBIT,4,Pd,4,3e166767638fad33c66f8d43714a949a5057fa1e216034de84398c07f66867fa,xyz/DEVBIT.xyz,397ad6d7542c42bb91163e1d6639be2d6420bf328ce2a1c0890c8f9741a56622,2,[2],[2],[],False
263,180,0cf50380be330670bc0d63ead5c7d44dea25e2ec9b77c1ba794ffa1e2ba51c69,MIBLOC,1,Pd,4,e8bf805a4f661d00decb37cab3fdff3d230dd606785c8c59379e009767146e78,xyz/MIBLOC.xyz,f1d81502a08fa327ba2ebfcef174790b2591b2d2b54d97098c61fe02c3df9224,2,[2],[2],[],False
264,60,0d0b9fa024a02ebf9cbd5362715869189678fd22638eae08c44aed9595a41ed7,OHEYUX,2,Fe,6,d2e1629496c2727a0e61f846385d4aa6e5b379900ae1d5b4d7ff9419585ace87,xyz/OHEYUX.xyz,ecded96a63cf982448a2fe95d887d9080665c1527bdadc148b7f8855a1a01611,48,"[4,2]","[4,2]",[],False
265,181,0d0c8a59ea96718c21ffaa05cff2282089a31da054a14ec3c2b5901a8926b5e5,JIMYIN,1,Pt,4,9aa77248eedd256e95e0ad5d5f5698c517aec4ce9701d89894d40a1405dbda32,xyz/JIMYIN.xyz,35d01f805eebff9f7a0923ad6038d2fc9bd33face20e19b57cab833b72e8368b,4,"[2,2]","[2,2]",[],False
266,182,0d0d9b5c2ecd9670a26d75b89cf2c8b1a7fb07cb9681e13156b3fe0bcef686b3,TIHZAL,2,Pt,4,5ea10d931eecca2ae838a62e5c6cc4e49d32b37b2b1898bee949c5851032e6d6,xyz/TIHZAL.xyz,069e4ab697d7cb49253d3f29324de308e73fb94740f7b62f09a642a88664089c,2,[2],[2],[],False
267,183,0d100e856abf131e1dfe82c64f24362ea0dd201f4935b9c692d798fe34892343,NOKQIP,2,Pt,4,f29a15269311da47dea11e6c455f9ae6934b46cfb2a365c5150146d4806ae746,xyz/NOKQIP.xyz,13696855df0fece62deb8a0d2a3fa888230c8e63fd6ecaab608b1d8530620586,4,"[2,2]","[2,2]",[],False
268,184,0d1189861a032898a6f92ce6f6b40da099236bc24595fb6a36621baafeecea80,HUCKUO,3,Pd,4,aed48a0ad01b31e57eedfcffa70b2970d35db21576962f95ab887fee0ebb4101,xyz/HUCKUO.xyz,075c2aed75b14b573dfc993c0556c68a91a91176a4bc88482365ddc3c6928e33,4,"[2,2]","[2,2]",[],False
269,185,0d20cf59fc738cf842e54c585f4ae6f207f474ecf0611b60fe53e95dbfe7bd1c,EMIJIV,3,Rh,4,4eb36ce53f4d8cc710629e63be9a32839a799668e75d4c67306d2cef00a1ad95,xyz/EMIJIV.xyz,2110ecc67eeda88a0334409c5ba55444c51bc2c047458261a895df84acad9889,2,[],[],[2],False
270,186,0d216c226448b88017aa2ae515d33b59af7d28bbb1521ee456113174d50a91c7,ENEJIS,0,Pt,4,266b9528bb8ae6b37deec9eb6ad66bc533ecf68e85074b14c93c24efb5bdc71f,xyz/ENEJIS.xyz,b44bcd003f55ef8bee36d6cd675548685dae726e8cb34944f1f03a483f250fe6,2,[2],[2],[],True
271,187,0d249896adc92ddb5a6cec5dc52d64a4a9382e69eadeb181662009835cfc3c9c,LALNIV,3,Pt,4,203ef2420b568155083754508f0e693d621d75e211adbc4eda7436432fbbfe51,xyz/LALNIV.xyz,21725e364e3543e32e967778fb2df9429622d6907fee9caec4e4e36d08f436e5,4,"[2,2]","[2,2]",[],False
272,188,0d2c0bb78802c9d20f3d6ecbe07fe062f6acc60bc730a92e102382c53ef48d74,COSWUC,1,Pd,4,23de371425cbd1784845a416367894db429cb45bcdbac5e10da6a6e654416637,xyz/COSWUC.xyz,fee7ebf11414861636cfafba8f3ea02655526ca630e6fdc1daa1f7fe2b81f2bf,4,"[2,2]","[2,2]",[],False
273,189,0d2c95c634ea9ea6ab252dc6c1220e02ebdd6d718f6a653d21650aec5aad3e52,AYIKEY,2,Zn,4,bf1d133b93899cdc44dcefc330ee5cc0507af1096c72d04a76821a45599043dd,xyz/AYIKEY.xyz,412fff0df723c8cf33dd389f9b9e3b19804761d528ed60641515f6a283ad6346,2,[2],[2],[],False
274,61,0d35c9564f1f92c4dc2d643b376a34bba78a25f11e48fb62896a79dcbc0c6ce2,RUWJAV,4,Ir,6,db819fdcd05d40baf8c1e344b0bcd705bedbc0a6da9326f2833558ed2eead4e2,xyz/RUWJAV.xyz,ec52d6bd0b0d2f05f9585197954ccb4635011e4a95c2480125684dd3e9c86cec,2,[2],[2],[],False
275,62,0d3b5b9f84b920b25a19c8dc7178b9f96d2bff88ec6adceff5fb330c0d749a47,OWESAM,3,Ir,6,9c5333e2cf1937142afb571433d11824afc3bd32e04785c818b73ffc93cc46ec,xyz/OWESAM.xyz,47c702747f29d61d9e7fa3e4acbbf1fb5d9818c64c543d12eb6ff735d58b70ef,2,[2],[2],[],False
276,190,0d3bfca0125ed734c40ddd210497f295ae895a187bf03a8880393fcaa8d3f978,YILYAX,1,Ni,4,a859b7960cbeac655bae031dda9c9adc4d88f048e2d947c82c490cbae79e0cde,xyz/YILYAX.xyz,2abf4066e2a8f667a25a6b1b8951eb22274249cc238b4f7376c2b5595c34c746,2,[2],[2],[],False
277,63,0d4a854f0e5dd4b9d3f3480d9d4bb951650ef4ca293232080c9b753ad80beb74,MAJNIW,3,Ir,6,fee57d8ef51fb7e77060fa045628ff062806cbfad65297e809557c3f536d4723,xyz/MAJNIW.xyz,956f84faf450bd9997409f4b84e9c53a1bcc11357960de82705cbb4707c958bb,4,"[2,2]","[2,2]",[],True
278,191,0d53df06674e084e6bdbb6a72f1d032edb351f2f8ee629a31f2e1341defc5de3,MEDGEK,2,Ir,4,2a19951312a7acab2b917390792d33b58b1392304207d981cbdde90af61aad14,xyz/MEDGEK.xyz,bc1c96803d95b3465886ff74a4d90d279cbc83912cc61100f80aa984c240114c,2,[2],[2],[],False
279,192,0d5711d84b066026661431d53cda1741cece29712fe9e9fca16d03ecb980b7da,GUXVIG,2,Ni,4,e842a332dafad6dfdfd1d89e65d62796be3e36f62de09dd851d734a455f15740,xyz/GUXVIG.xyz,9eb824b24fa588a0e5a57f9c8e55872250266421b287c2e08e20f39591c4c535,2,[2],[2],[],False
280,193,0d682fe6aad429207c92ba83951a67d95984bbf966afc9b21be36988bc9924a9,NAHLEO,0,Ni,4,1aaffe9b29463874450911e5779c5a09bae7a7099a83a4adb2a72800b996742e,xyz/NAHLEO.xyz,36819309c05d8680c169ea2015667c5c5254ca2e74cc43d08af783fb6af551b6,4,"[2,2]","[2,2]",[],False
281,64,0d8f8ea731fb38fbd49d3966cba4a99923bdf90ac73a4e0879f20afbee35e767,WIXMIB,2,Ir,6,2a782fee861874aa703d5e1e13d978e02ae323b86fb668a0613b291a6190e2cc,xyz/WIXMIB.xyz,ceb9192381b2564af6bf4e1f40e4bf8909cb03308f1dbb548d956d96c617841b,6,[3],[3],[],False
282,25,0d96f62515f561e9d7306922acc6d9268d5559d5ca7a36782540c030d7c19b8c,WIXBIO,3,Ir,5,3314ecdab956a512db00b4264810309766a317cfb4a0c9d1a0bdfa7341985e49,xyz/WIXBIO.xyz,08e88bc99b2d338d5c5c8e6052e9f882fbd6bbd219f916b08fd116a5842d6539,12,"[3,2]","[3,2]",[],True
283,194,0da17595983edf17212288da7aa3b35c02646d6ed42e850ac9bab58145123d99,PADZUR,3,Ni,4,126ef18b32267b8d996f2018e1ce2b97a1686bfa003ebbd313315e9042e39129,xyz/PADZUR.xyz,eaa650565e0894046c3eed15fcd219c957ae9cf3c914bfa4d5bcdd980df1a1e4,2,[2],[2],[],False
284,195,0da7126adf0ea0fc7a2a242598f69a54648330e48d641bdd06cfe66e43188a6c,FOCHOV,3,Pd,4,8aa94f205c01b7b8c485278a0c8d3047bd4aa621ebfe26ccdbcd07787b5e137c,xyz/FOCHOV.xyz,b8f15051515887515a1ffb13d5cb371d1e4004510b869fd3d9108491df02a1c6,2,[2],[2],[],False
285,26,0da7692939a1c5bba2f85bd7a46660d17f518a559f343993b1ee9f1a6f5e444e,DODTOG,0,Fe,5,e5a7e93e56f05a42a119190b76a3d92483238b00cb2e676731ed4c03d36917cb,xyz/DODTOG.xyz,359f2f0688f1662e02997d00ff665c46a948fc752b45c5e9e89c353b93c16adb,24,[4],[4],[],True
286,65,0daf2f1b611c2f63e4ec73a354a360d07fb1ec206991ccfc640eb8011359ced4,FAHLOS,3,Cr,6,4732860642d6cc6c5af81758470f2dc4bd250e04541cb01cb6273515bbe767b2,xyz/FAHLOS.xyz,6fc73dcf8227985a3e1cdfd7e19ac2023c8719cf8a143a14bde12d717b866354,120,[5],[5],[],False
287,66,0db0c6f36c69a5f062be1a1f40822a13dea61a561aa98ed7224b363a1bce06dc,COMPUS,3,Pt,6,85937efe21eec4df500b5220659a506778af337935a7207ff650be12f5fde4db,xyz/COMPUS.xyz,3c3dc1ebbbf495b42cc67d9da8a978fb97f653dcf0f366b609c7d295bc580b50,4,"[2,2]","[2,2]",[],False
288,67,0db5c1b6610db3dd268d0d0579c949421b7221b207205bde85ab869278be4d34,TUTNUT,2,Fe,6,585e2a57b5b767cd5858c48c293bae81f9f1f12501e923a25fee87942c37e280,xyz/TUTNUT.xyz,f861dc8a381d4198e84e10661c862e601d511efcd550a72b3fca7438bac7417e,4,[2],[2],[2],False
289,196,0dbfe5c532155dedb78651f6cfb04375eb19a9f72e2129e5703ac2d7f21d0810,LAYXUG,3,Ni,4,284b3160b07b968ab721e9644be55f581036a7dd3df594d7f5c6e366a61a6bf4,xyz/LAYXUG.xyz,d544260a306bd18cd9320056f7cc7deb23b52bd9ad2b6ee6fc9c56a250efc120,2,[2],[2],[],True
290,68,0dc171030b2c0cb5bad8c8cbee2f1682c8efed8c67fa053a511c3d9305fc5c31,CTMTCR,4,Cr,6,49febe0ab0a4074029cccbdcbc27456f610f00ecc67a3b45d810ac5e1a46270e,xyz/CTMTCR.xyz,ba18f80a6e72ce5f488afe88e217a3ab426cd5fbfb4b0cf333d6c664b262a70e,120,[5],[5],[],False
291,197,0dcf2799410fcb3c20fc6420a4858230b35a0dc44c1f2529329787e646d50b0c,WIPZON,1,Ni,4,dabbd26af25e17d8cce409b2d6f3d54eeb11a878e29146d595a48af1eba008e7,xyz/WIPZON.xyz,2a54de388a355c3ee4a05ec99eb8a3b89f8b7dcd84eeece933af09ba224a7d9a,2,[2],[2],[],False
292,198,0ddf22ea3adf5668983b83536db64a8be4f8b1fa9efa8f051e5a91ddbbfb57f0,PAMZOV,0,Rh,4,666bb7ab975b54bce1bc0cc9a82ca36b27556a39df02ab86ed7047160041de0a,xyz/PAMZOV.xyz,9c134a2fea744d547620e298961c0dccbc0d02ab540e4eb487efcf19534c5f41,2,[2],[2],[],False
293,69,0ded2912fe11f0c992b2b71baf4a01227f79f57d27c88dd86832d700d9d25add,REKDOB,0,Rh,6,9b351d32c81fd7573777b4c3c1f37afbcd548bc36a9adbd33e1a6ef1b1750495,xyz/REKDOB.xyz,c2b69512f85fdae36f87fb9fe68f6faaad19edb3f38b59ad40ab171aacbdca04,4,"[2,2]","[2,2]",[],False
294,199,0df57eda2403321db88b3794fae815b9da44325553b50fc68f266a35701b32e6,ISUYAX,1,Zn,4,4be61cffff47a395fa955160d101bbeaebb837fdf9ab4692476b5dff1b731ab0,xyz/ISUYAX.xyz,0b56f02d5e1847d52f302e1fe70f63df04b3470d6a09db7397c729f4788dd789,2,[2],[2],[],False
295,200,0e07305a9724ea32ec215c4d833efd63914049e6fd177d1d71e72cfb568de288,EPAWOI,4,Zn,4,184597df78426a89df83ba5ac3ce68946620824b71ce9bba6fe090a5b8ad7483,xyz/EPAWOI.xyz,9acac369fffc0af8c4b326a751543b77799b6dd93faaa606916dec8809a16af1,4,[2],[2],[2],False
296,201,0e0eaabb54b034259706243fc7cd330fb00aec0ae9b618e90ae2319c83437227,OFAHEM,1,Ni,4,b23b966bffcf5f4e985226ac96cc5b7cb1da0522777eb256fdce622f21f23cae,xyz/OFAHEM.xyz,828fb9131146a2bd7ff52850dd2a5f4fb776c3f8d99c22a424437f80a4f7815f,4,"[2,2]","[2,2]",[],False
297,70,0e0f8232ec2ed868bdb458b272b36e3ec864beedccd422438fb3fe36c09996f3,JUMJEJ,2,Ir,6,16f00219528ef4d3e402247021a7b28aad8cb6d6824ca182103b6566e272941f,xyz/JUMJEJ.xyz,b5a0f7fd6100a2a6cfe508a9e067f0b3508955cd0ccc5ccfa95fcfbb8a9d4150,4,"[2,2]","[2,2]",[],False
298,202,0e16e47291990fb22cd93623e1d7337bc45593bd297fa9f95f0d2ad6be0dd3af,RESDUO,0,Pd,4,5e0b97d0a4b8e18773872627703a601dc09ec992f3fe19663941094fc91f4120,xyz/RESDUO.xyz,05165f56ee82fd7ef4eddafbb848c92d2550bb8425d17b00a310c9cc42c3ffbd,4,[2],[2],[2],False
299,203,0e1a41e4358aa05367ef06f07225e16f1ffd66405e315c1209f13d4565b38b24,VIHZET,0,Pd,4,20c4a5080e9e85c0707f466786911137d01b05ab0e892c2ff8f37ef913cc1d6a,xyz/VIHZET.xyz,eba230c7df14045dc672e4ec0395a51b61517e8f96b8dc3388d77d2e7ade113f,4,"[2,2]","[2,2]",[],False
300,204,0e3db88e41a1b600c38e2a808c40cb65badc128f0397db89876ccad55bb7a189,BEGYER,4,Pt,4,3c4d5a58f043d4d4d649c9a979b78663f72eb9b7d19d259fc4ac4fd937c45147,xyz/BEGYER.xyz,55633f5a49c84da6426fea35cfd4413e4fb39f3793be3842fca2e8be510613fb,4,"[2,2]","[2,2]",[],False
301,27,0e41a724f3624fea08c4fbbbf26c2569eadfe22e80660a2a751ceaa05fc2eda3,HIJRUN,1,Zn,5,3e8a57eb6f8792d86476ba03471326e33b7f06ac1d3239abc5ff94cf2f4535d9,xyz/HIJRUN.xyz,1e192e137eac9e90697a4529e95bc5f151e8394403f280b69ee307d110346aed,2,[2],[2],[],True
302,205,0e4fecbea04530e320976f8a7ae5bb457592d904c2ef0615ef1e2a186dda5183,TUYLOR,3,Ni,4,7c3716441c7cc882fac95ad7f7f36fc8cdd5ccead125751cad4e42ba8a1267bf,xyz/TUYLOR.xyz,91dadda33401da649df5b8e07596e2c52625e45ad63e472ae7e450a1dbca5ba5,4,"[2,2]","[2,2]",[],False
303,71,0e50505c00f031a96047d1fafdfc999ef210410f27b9b7c6c21775092bff3fd8,DUGYIQ,2,Ir,6,e4bc9a77c781613155e86d086226552ca9a3a89052f687035394a83d7a9b911c,xyz/DUGYIQ.xyz,6f878b316ca8a4724ae6c126432c0002787e0a2e686e9a97587c2956900b3b85,2,[2],[2],[],False
304,206,0e609fc20f57b8d4012e2d446428596a21c98a99aa89e39690a20b82e55f138c,SAFMOE,1,Pd,4,359109f06865f3c38c1e23b04395198cc9299482c0b104012e9645b354f34aca,xyz/SAFMOE.xyz,1da4292a7c6fe0c77e1b626adc9ea39c5fe0ae3a03108415e2e89fe74c5ab957,2,[2],[2],[],False
305,207,0e6b266bd23a8b263e85010014795cbc45279a67f9bf5a0579191cdc9801f1bc,GARREY,4,Pd,4,0f8340f221b576e452e1f029029473d608c23600f07c5920d5f3ef3557a2ccc1,xyz/GARREY.xyz,686d2fb8d81159d95d5e275716421a65225044150bed9af5ce1cbd8b45f9be85,2,[2],[2],[],False
306,208,0e87f74e9099534d949bf2fad7984c1c5b8b421bdea70e2b4ad5032205ffc045,CAWZUV,1,Rh,4,1d8e5e44a2881468bb0f2f0c958e15332e1fe713ad898fe455a413969fc05ac8,xyz/CAWZUV.xyz,56ee274257791f92c13c89f55278199692d210244bf4dbe50120a87afbd71900,2,[2],[2],[],False
307,72,0e8e2df9a6984d2de7550c95e085b0b1153747a823632e2a7936accf68729ec9,SEPMOT,3,Ir,6,7d25c7a0d47c7c3cec19b4b81b4fa956475c387bc4a3be3a4c4fc91ee224a4b1,xyz/SEPMOT.xyz,dfac86c2e1ba7ad87817ec0d80b2e9a87ffbc4f60299392bd3e932aabf26d65d,2,[2],[2],[],False
308,209,0e9202416c306d08e77e6c304815b4e16472ad59330157e80eaa06a01bd91e52,REFPOI,0,Pt,4,574771a7f13b4727781b1e6e3bf2aa8ffbfcd708d476b2f4c394f0bd48ab92fe,xyz/REFPOI.xyz,069fad4a13434dfade5f13897756a077efc5143b822d74f86c0cd498af329c2a,2,[],[],[2],False
309,210,0e939f29ba5afa9d6d4729bacb306bbea1bb55e4350cddb204773ed4bfcdeb93,IVERIK,1,Cu,4,a901043c884becc5df9bf84a53cd88db3f93eb057c42b41a15387f8f50c678cb,xyz/IVERIK.xyz,46c87b944bb7e6519213950b722c1f9968d4e142994a9244c322b963f73d3a94,2,[2],[2],[],False
310,211,0ea03d45c245b414c8d1dee22cb4402c677cb25c2f006b217d99182514d824e0,SIMLOR,0,Rh,4,ef6777c3ed920a37c79d3068a79f8c3fdcbfe88e7dbcbb670db550648759bd03,xyz/SIMLOR.xyz,6d09ebe041db4088b5c4fde1d763a66e8afeeadef42aa2c52c051bf2bb386666,6,[3],[3],[],False
311,28,0ea34a029f8a397cebe3ed170bd2a2a0039f33a27c25950c921f8ba1e23b5e24,VEHMAY,4,Zn,5,f2d05011b68c4c8b893c2724ac346508e43371acb13cc31b6d055d34515e9628,xyz/VEHMAY.xyz,fac9a97dd7b3c9b393f20ed5ddf5c8c6231549bbf65ffb67fd569c92c4193006,2,[2],[2],[],False
312,212,0ea568185c836b66a0104b94abcee26fb51a7bfb1a9149da0b4aeda780837ec0,BUGDAK,0,Pd,4,7e5b1f576792747aaadc909051700ea8c8959847e131bf3b8eb30ed92793f501,xyz/BUGDAK.xyz,21962475ba7c5da3529f1a75ca799dd90d7b0f894ebbc935526657cd0b8101e7,2,[2],[2],[],False
313,213,0eb0a0ef7f64c744c4fd75cbd29b0932f86dc66a2df6d0d2a72f24a016203ae1,SIYZUY,2,Pd,4,2c5da9811a40162e7249e0ef1f7b235874bcf855759953fc66fff88ae1e4ac4c,xyz/SIYZUY.xyz,d024ed9d85a9eb0c254b7a960cdd24119c70d2549194f11b489bd9bece6b1d17,2,[2],[2],[],False
314,214,0ec4abfd9b9685e2e28a55543debe7292fed7ef6bbccfda2106100d4ee8826b8,QANTOP,3,Zn,4,2182f1f1c145b262c829972ea4c76967d2b3ba0b27e7d07ceef82905c6ae7d8b,xyz/QANTOP.xyz,5d6f780161f2f192110a3d3ff2e5048afa87f980a25cda58ae767da608bbdfe1,4,"[2,2]","[2,2]",[],False
315,215,0ecb21d9d159f1af0a4261a24dc44afe7b4520b93253d8ddeddbc7121a56031e,WUPREE,0,Rh,4,a9513003fd5ada76180ccaff96c7ff5477e1dbdf9bae158767c6d3d8043df23c,xyz/WUPREE.xyz,9ec4ecaac159ad489ef54188df3fdd8c057b6d44fdd613de89594a80d2471945,2,[2],[2],[],True
316,216,0edccfba50198ae7fbf2ee7f5c536e7d90ecb20a0e7d772be377db265d6eacb3,ELISUO,3,Zn,4,ae16edefa52d082fce696c46f866e6ab4fd6d2b04c6596997b8e6172acfcfb8f,xyz/ELISUO.xyz,de99757f7fa73f15dcf87e2c6f4721cdd768e45de2d0e23eff3ae1e42bd5d81d,2,[2],[2],[],False
317,217,0ee32c4e4fc79c90bf2c556d934133a36fcfcda3dee232c9ae6066483f976d9f,OJIMEB,3,Pt,4,039329874c93d40f5bfc0b4194d01a7f6d0040d5a6cd251b996d70a9bbbaec3d,xyz/OJIMEB.xyz,3f1cf7ffe6520adb3247cd016b141cb5634b0b15280bb5cbb38f38c7839eb2c0,4,"[2,2]","[2,2]",[],False
318,218,0f01bd1837c18e62832782354a791e4357bd814d18544dabdee5ab3118a531c8,VEBKOD,2,Ag,4,ac61fb3ba1285cd36b27dc0028ce365b936f290ab4189475e94222321d87422d,xyz/VEBKOD.xyz,1093b16612f5bde9ef10ae4d69fd5fd9a707697ed368471b7dad4778a5e51ece,24,[4],[4],[],False
319,219,0f0599b5f9b00b440d1aae4fc9651d89b624d113092821d4cd04b06b876a941f,DUBREY,3,Pd,4,ad34cd1bacbdafe802b35ae623512fffd94d512807aeec4676e262c30859fea6,xyz/DUBREY.xyz,ca10c633ae96b56daaf5bf61fa7635068bf5454443b11f5ed60d7800ae9786ca,4,"[2,2]","[2,2]",[],True
320,73,0f37ecc202127e0f701190140cb199d3732e53cc61db6415379f9d40213426e6,XATXUN,0,Fe,6,b4242eadeb0389a6e4b63f65d311d86304fa061049d77a0d39f7726b2d5b4a73,xyz/XATXUN.xyz,d67f0d2850a9ad243532cc0ec8996dfc265edb6c0b5f592f66d5194907653cd0,6,[3],[3],[],True
321,220,0f4c70086cd5c1acf4bbbca2cb1a39af20b06512184f08b53b9d3ad35fbae0c2,KONBEW,4,Pt,4,4f7298ba580c11e7f6769ce285de1d3074307faa2ec096a1ca0da1c9f7a43210,xyz/KONBEW.xyz,b741b21bfb3b3190fe99c69a80e733d564a90e8bb34ef456ac079c49ed8c352a,2,[2],[2],[],False
322,29,0f4f58484c6666c68d9c9ab506704ce7bd95c90e5cd8c5fd3d869e6db38dfd7f,JOTZID,0,Fe,5,abee2153ee21ff20e273822369ec0e74f757a34c97c851b280d5b3dad9603c51,xyz/JOTZID.xyz,f73780289b6bc20703378544388e5ccabb2cc9014284a0fdf65eef5e8dd0feb3,2,[2],[2],[],True
323,221,0f5b5f1a4a39d47417766f1cf6771a015fa5d41b149873c0ea9bcc805e94e5b6,LAGZAW,0,Pt,4,0f47e1253cd6b4917cad06bcb60fe80dfe24f1e11247689d9ad2fe6e8d489c50,xyz/LAGZAW.xyz,71172fe242e7a43058e466d8abf59656cc2d50285719460f293ae3751f3bdf78,2,[2],[2],[],False
324,222,0f6633476172e89ffc3fcaee442551b5c673998c79369fc7ba297f6ba0da305f,WAPVEQ,0,Pd,4,aa857de6aecec6a9586398a57853c5df479ab124abca5aef65127ddd15d9e374,xyz/WAPVEQ.xyz,ae7bcac7dffbb9e695854fe4c908181ffde24d1c7f3929aa4f7f4a6f7d8a59e2,4,"[2,2]","[2,2]",[],False
325,223,0fb5b5f2229998a622d342eccb5ada2b3a935485b5db24ef10d90f1438a100dd,DAXHOA,3,Zn,4,725fc664e71c7eca4c541117522775361903192b4f1de92fde1babe0f6ace9dc,xyz/DAXHOA.xyz,1064c5e9ccc69942462ad838af7dabc33b638636b2e10c57ba098e2a9529d014,4,"[2,2]","[2,2]",[],False
326,224,0fdadbcc1f50db027487e2a16d49767d658f334072fc3af082739931df464f49,QONDOO,4,Fe,4,b5218bd7a417fe0bc837316bf9922a12a9a8fe62744873ee82cbbe997dae5158,xyz/QONDOO.xyz,6575eed25ff027bc334010d7cac3eb9e636d5e08c060943d01802d2b7d6afc5f,4,"[2,2]","[2,2]",[],False
327,30,0fea83fc536a7bf0f9ddfa398c841325220525e192303b0f34e5cfc86462726a,YENSEQ,1,Zn,5,c4e0b759fe9a3abe972ea2e097f32be7eaf60b845459942087e0460cf2d279c1,xyz/YENSEQ.xyz,494884d6cd88368d4674fc21266e9450644a98c26c4913e0bbc6b629c990930e,2,[2],[2],[],True
328,74,0ff2f42b11da127307e1b72df761dfc77d62f37ae277e54d29f644f5751ff64d,VOFFEC,4,Fe,6,5152925b2bc5bc7f6c2e4e1cbb65cedd419752bf71c33faaedf5093ef922650f,xyz/VOFFEC.xyz,d02d380701d8fb4f1e8cf00f8f53d29a97e5fefa807b8f57b1b9da858cc0f351,4,"[2,2]","[2,2]",[],True
329,31,10051ce0be69d3aa42523280382c11a6e6d233141d11a733ce39bb8e30a8a125,ZOWFEY,3,Ir,5,0604bd6aa37a60b0865dff17c137903e5dc0a29812254aff1cf5d431ad7fd0af,xyz/ZOWFEY.xyz,84d8b37334098d08a7c5341292d90de5029ebbaa79fb86e7ccc28f5b704a4171,2,[2],[2],[],True
330,75,1030031098a64ac80fcb2c44d6ba62440106fec453360807f751b7120e792ddc,KUNRES,2,Ir,6,6a5bc469d31c7d19168ec5e86f731f235d2a5ba07e0bd35abf916272cd8ee43c,xyz/KUNRES.xyz,191e39fd63a9cdb6102620ef5e05a472bd059fc96dfd4843256256fd3f5375ed,2,[2],[2],[],False
331,225,10364e6fd2d3a1a8aae313665cea84de7afa8256b05df6b9c30cbb73512acc0e,FEWYUE,0,Pd,4,062e1bee868e156a170ae8e8ea5b40ef6110afa34154758e80366804b78aacd4,xyz/FEWYUE.xyz,b88a2b7e029903c53b19fc7ebc45a40a40e041f6929690bb8cc95e4181d33384,2,[2],[2],[],False
332,76,1061b0be9179ca79034e05249932691ba146f58e3ed87108d85f676d422b1597,DOZGUW,2,Ir,6,ffcd22083546c776e5a8df296aa38ca70c70d5eceab834d1c2321fde07242c29,xyz/DOZGUW.xyz,bb90580bdb5a5faa4fa28bdb3c695d314d31b2c1e414cda476da28089000e726,2,[2],[2],[],False
