refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_SP,S_Td,log_S_SP,log_S_Td,L0_hash,L1_hash,L3_hash
LEWPAG,Pd,+2,d8,,,9.1600,3.2000,0.9619,0.5051,801928878485,580586933742,683083972068
LEWQIR,Zn,+2,d10,,,5.3700,1.0600,0.7300,0.0253,716796100624,358545758279,58371468129
LEWQOU,Pt,+2,d8,"C,N",2-1-1,9.9000,3.0600,0.9956,0.4857,412061425730,615139389020,386582194769
LEWREN,Ni,+2,d8,"C,N,P",3-1,15.2100,19.3000,1.1821,1.2856,506866393969,365431044782,279986472537
LEWROX,Ni,+2,d8,"N,O,P",3-1,2.9200,0.2200,0.4654,-0.6576,142746229492,1060421185,614067974749
LEWRUD,Ni,+2,d8,,,1.5500,1.2800,0.1903,0.1072,38200211910,346430494315,394638931224
LEWXAN,Pt,+2,d8,"Cl,N",1-1-1-1,8.6500,3.0100,0.9370,0.4786,604320018829,677222976064,248295287495
LEWZIX,Pd,+2,d8,"Cl,N",1-1-1-1,3.0500,0.2100,0.4843,-0.6778,933252258137,658964217331,582337887416
LEXDIC,Pd,+2,d8,"Cl,N",2-1-1,8.9500,3.0300,0.9518,0.4814,468253943249,802829250560,902052126081
LEXDUP,Ni,+2,d8,N,4,2.8600,0.0000,0.4564,-3.0000,909899625337,458108126731,710990494468
LEXFAW,Sc,,,,,2.3700,0.0700,0.3747,-1.1549,264114109784,287744375045,62274678139
LEXFEA,Y,,,,,2.3800,0.0600,0.3766,-1.2218,382669760865,232782929074,87854105336
LEXGIF,Pd,+2,d8,"C,O,S",2-1-1,7.8900,2.9800,0.8971,0.4742,831640971533,76981413817,187522787961
LEXJEF,Ni,+2,d8,S,2-2,8.1500,2.9100,0.9112,0.4639,676456505234,429734866561,506937573460
LEXTOY,Pt,+2,d8,"Br,N,S",2-1-1,8.9700,3.0000,0.9528,0.4771,873865863271,629892260117,688662516043
LEXTUE,Pt,+2,d8,"Br,N,S",2-1-1,3.0400,0.2100,0.4829,-0.6778,836844269879,585779417657,294168082147
LEXVAM,Pt,+2,d8,"Br,N,S",2-1-1,3.0500,0.2700,0.4843,-0.5686,834024972789,775380151217,968371604567
LEXVEQ,Pt,+2,d8,"Br,N,S",2-1-1,9.0800,3.0800,0.9581,0.4886,412027932030,469540328757,150261130347
LEXVUF,Ni,+2,d8,"N,O",2-2,2.9300,0.0500,0.4669,-1.3010,308910110509,101493330354,605470791849
LEXVUF01,Ni,+2,d8,"N,O",2-2,2.9400,0.0600,0.4683,-1.2218,831765591924,101493330354,605470791849
LEXWAN,Pd,+2,d8,,,6.6900,2.7700,0.8254,0.4425,604224177844,122816932041,865491399802
LEXWER,Pd,+2,d8,"I,P",2-1-1,8.4200,3.0000,0.9253,0.4771,6819821412,142667784112,289444432862
LEXWIV,Pd,+2,d8,"Cl,P",2-1-1,8.4300,2.9000,0.9258,0.4624,746769292075,129511650102,641897379261
LEXXOB,Au,,,,,6.4300,1.7600,0.8082,0.2455,144605191126,586088684645,768867915455
LEXXOE,Ag,,,,,12.5500,3.5400,1.0986,0.5490,874516506439,511276552326,980728202099
LEXYET,Ag,,,,,7.5800,1.8700,0.8797,0.2718,133831500281,208856055040,985337312282
LEXYIW,Cu,+2,d9,"N,S",4,3.1700,0.3800,0.5011,-0.4202,182422711337,596850231653,596804909071
LEXYUJ,Ag,,,,,5.3500,1.9700,0.7284,0.2945,723276239640,404980175416,96202535349
LEXZEV,Zn,+2,d10,,,3.4600,0.3300,0.5391,-0.4815,519453143032,878712429836,333185595221
LEXZIX,Pt,+2,d8,"N,S",2-2,9.8200,3.1500,0.9921,0.4983,957306238004,333565364037,375802862250
LEXZOD,Pt,+2,d8,"P,S",2-1-1,8.2800,2.9000,0.9180,0.4624,9160672333,399495099381,994328887073
LEXZOE,Ag,,,,,11.9000,8.7700,1.0755,0.9430,641326553487,756948429961,11490568730
LEXZOH,Pd,+2,d8,"Br,C,N",1-1-1-1,3.2500,0.4800,0.5119,-0.3188,865865193153,12049934441,487475134510
LEYBIB,Ag,,,,,7.7100,2.5000,0.8871,0.3979,650578406378,929036044152,976278122518
LEYBOH,Ag,,,,,7.9700,2.6300,0.9015,0.4200,711526457745,563251848051,155871193084
LEYCAU,Ag,,,,,8.1500,2.7000,0.9112,0.4314,249947940839,577910885444,624496434150
LEYCIC,Ag,,,,,2.6400,2.6200,0.4216,0.4183,506480418482,687388084408,650454819194
LEYCUO,Ag,,,"N,P",1-1,8.0900,3.5700,0.9079,0.5527,986196765668,962791815629,217765509850
LEYDIF,Cu,+2,d9,"N,O",3-1,8.4800,13.4300,0.9284,1.1281,195728612950,245105084771,961069669937
LEYGAZ,Pt,+2,d8,"C,O",2,9.2500,3.3700,0.9661,0.5276,179515291683,873415208289,421037860114
LEYGED,Pt,+2,d8,"C,O",2,3.3200,0.5300,0.5211,-0.2757,602773316717,527786768643,914693168184
LEYLEI,Hg,,,C,1-1,1.9900,1.5400,0.2989,0.1875,402486036624,935232649612,771696789766
LEYMIO,Co,+2,d7,"Cl,N,P",3-1,3.1100,0.3000,0.4928,-0.5229,280986836437,679575834861,282888578574
LEYMOU,Co,+2,d7,"C,N,P",3-1,3.0600,0.2300,0.4857,-0.6383,868086981747,643383503469,271564707166
LEYNEL,Co,+2,d7,"C,N",1-1,2.8200,0.3200,0.4502,-0.4949,711359503452,592497916274,144310788799
LEYNOS,Au,,,Br,1-1-1-1,2.8800,0.0000,0.4594,-3.0000,644847054472,955767942532,620495658857
LEYNUA,Cu,+2,d9,N,4,14.4100,21.4100,1.1587,1.3306,917048894906,712699494583,300081432781
LEYNUB,Cu,+2,d9,,,6.4400,1.5500,0.8089,0.1903,632386029456,758630998522,416302548642
LEYQAL,Pt,+2,d8,"C,P",2-1-1,8.7300,2.9600,0.9410,0.4713,154851197681,69487360942,789279096986
LEYQIP,Zn,+2,d10,,,3.1800,0.1300,0.5024,-0.8861,872467878709,587305848035,653669234924
LEYQIT,Pt,+2,d8,"C,P",2-1-1,3.0500,0.2200,0.4843,-0.6576,802474981461,255091723321,337558949496
LEYQUF,Pt,+2,d8,"C,N",4,7.4200,3.1400,0.8704,0.4969,842129872789,291583885394,744691778699
LEYRAM,Pd,+2,d8,"C,N",4,3.1000,0.2200,0.4914,-0.6576,376352169345,704872673622,349998513269
LEYROW,Zn,+2,d10,,,3.3000,0.2000,0.5185,-0.6990,677240973487,609605657589,724803988179
LEYSIU,Cu,+2,d9,"N,O",3-1,8.8800,8.2400,0.9484,0.9159,663095446579,593636003441,921764953453
LEYTOC,Pt,+2,d8,"Cl,P",2-1-1,8.4500,2.8800,0.9269,0.4594,652077975047,117158701024,906868315500
LEYVOB,Pd,+2,d8,S,2-2,3.9000,0.8900,0.5911,-0.0506,865692355694,47671847738,458730372407
LEYWAO,Hg,,,,,13.2700,3.9300,1.1229,0.5944,407847350844,603249327751,197391562572
LEYXAQ,Ni,+2,d8,S,2-2,2.8900,0.0000,0.4609,-3.0000,498011079302,774631564753,705589148537
LEYXUL,Pt,+2,d8,"Cl,N",3-1,9.5000,3.0500,0.9777,0.4843,112866833843,79461532388,560336038762
LEYYAS,Pt,+2,d8,"C,N",3-1,9.1200,2.9500,0.9600,0.4698,645121688742,790259046679,90424067378
LEYZOH,Pd,+2,d8,"C,I",1-1-1-1,3.6600,0.9800,0.5635,-0.0088,242319595318,882411704617,226082468671
LEYZUN,Pd,+2,d8,"C,I",1-1-1-1,3.6100,0.9300,0.5575,-0.0315,165554856786,576973644770,269690453699
LEZBUQ,Zn,+2,d10,,,7.2400,5.3900,0.8597,0.7316,201582857699,931191686881,591929588115
LEZBUQ01,Zn,+2,d10,,,2.3300,1.3300,0.3674,0.1239,433107864256,329717701504,599344031628
LEZCIC,Pt,+2,d8,"Cl,S",1-1-1-1,2.9100,0.0400,0.4639,-1.3979,793979967039,95451020060,739253447060
LEZCOI,Pt,+2,d8,Cl,1-1-1-1,2.8800,0.0000,0.4594,-3.0000,398473008373,446299100142,170002826236
LEZDEA,Ag,,,,,4.3100,3.0900,0.6345,0.4900,134297167816,203074578188,865645981939
LEZDIE,Ag,,,,,3.5300,1.9500,0.5478,0.2900,501628042284,678909250083,572722603976
LEZDOK,Ag,,,,,3.4900,3.4700,0.5428,0.5403,413952335727,775878800375,218067083128
LEZDUQ,Ag,,,,,6.6600,2.5700,0.8235,0.4099,290791990482,928751298418,142816271693
LEZFEC,Ag,,,"N,P",1-1,8.5700,3.7600,0.9330,0.5752,102414755471,962791815629,217765509850
LEZFIG,Ag,,,,,9.1400,2.7500,0.9609,0.4393,365693859454,948146708242,712001288864
LEZFII,Ni,+2,d8,"N,O",2-2,2.9300,0.0400,0.4669,-1.3979,466439409067,343363567734,482733649694
LEZFUS,Ag,,,,,2.9700,2.6200,0.4728,0.4183,721990518063,466952437522,570871376640
LEZHII,Cu,+2,d9,O,2-2,2.9200,0.0300,0.4654,-1.5229,807660750213,43925868628,468418409752
LEZHII01,Cu,+2,d9,O,2-2,2.9200,0.0400,0.4654,-1.3979,222554443616,43925868628,468418409752
LEZKOT,Pt,+2,d8,"I,N",2-1-1,7.9500,3.4600,0.9004,0.5391,607329735399,276796959596,357503640371
LEZKOT01,Pt,+2,d8,"I,N",2-1-1,10.2100,3.4300,1.0090,0.5353,625215915617,908103539523,357503640371
LEZKOT04,Pt,+2,d8,"I,N",2-1-1,10.1700,3.4100,1.0073,0.5328,667814246621,908103539523,357503640371
LEZPUD,Pt,+2,d8,S,2-2,8.6300,2.8800,0.9360,0.4594,871230230917,35602640619,142747666304
LEZQIS,Pt,+2,d8,"P,S",2-1-1,2.9700,0.1300,0.4728,-0.8861,110621558298,757777432373,229018481539
LEZQOY,Pt,+2,d8,"P,S",2-1-1,8.3200,2.9300,0.9201,0.4669,185253631582,734445841514,560416873345
LEZQUC,Ni,+2,d8,P,2-2,3.0000,0.1000,0.4771,-1.0000,171007138061,310274850661,996783776474
LEZTUH,Pt,+2,d8,S,2-2,8.5700,2.8800,0.9330,0.4594,913111950291,35602640619,142747666304
LEZWOC,Ti,,,,,3.2900,0.2300,0.5172,-0.6383,982216900112,263731451977,119978457394
LEZYEY,Zn,+2,d10,,,4.6300,0.7800,0.6656,-0.1079,275803630085,73410835632,469522431883
LEZYIA,Pd,+2,d8,"C,N",2-1-1,12.4800,6.6100,1.0962,0.8202,408928098551,628696112121,964569041346
LEZYIY,Ir,,,"C,O,P",2-1-1,3.2300,0.4300,0.5092,-0.3665,574410254402,790288748564,219230079318
LEZYOI,Pd,+2,d8,"Cl,N",2-1-1,9.3100,3.0500,0.9689,0.4843,101378811237,148616680359,731063559374
LEZYUM,Pd,+2,d8,"C,P",2-1-1,9.3300,2.9800,0.9699,0.4742,346553900928,475147801386,607137489572
LEZYUO,Pd,+2,d8,"Br,N",2-1-1,3.1400,0.3200,0.4969,-0.4949,53358894400,368248932814,782043696680
LIBCEH,Cu,+2,d9,"Br,N",1-1-1-1,3.3000,0.5300,0.5185,-0.2757,175859533326,622463417135,992125449769
LIBCRB,Cr,,,,,2.6100,0.0100,0.4166,-2.0000,673444636073,684672636856,500966237657
LIBDAF,Co,+2,d7,,,2.4200,0.0500,0.3838,-1.3010,423631402206,223395242528,393738308408
LIBDOP,Ni,+2,d8,,,2.6300,0.1500,0.4200,-0.8239,862942251,872398500167,588205152726
LIBDUV,Pt,+2,d8,,,2.3600,0.2000,0.3729,-0.6990,180751381893,212965199474,965776536568
LIBFEH,Zn,+2,d10,,,1.9900,0.2000,0.2989,-0.6990,755348157539,660982269906,382731283067
LIBFIO,Ir,,,"C,P",1-1,0.3600,4.5500,-0.4437,0.6580,733024532171,378448368104,481469626146
LIBGOS,Rh,+1,d8,"C,Cl,P",1-1-1-1,8.7500,3.1200,0.9420,0.4942,207810004225,108927880089,561460165170
LIBGUA,Ni,+2,d8,"Cl,N",1-1,12.0500,13.8600,1.0810,1.1418,421871580973,265866357350,630426325411
LIBHOW,Cu,+2,d9,,,3.1700,0.3200,0.5011,-0.4949,632615679951,253888841181,730423329927
LIBJAH,Zn,+2,d10,,,6.6500,2.0700,0.8228,0.3160,827711607030,765482592025,594333218028
LIBLEN,V,,,,,3.2200,0.2900,0.5079,-0.5376,256953702340,667595471082,484789206003
LIBLUG,Au,,,"Cl,N,P",3-1,3.2400,0.4600,0.5105,-0.3372,906146272270,903972351021,53771970695
LIBMIV,Cu,+2,d9,"Br,N",1-1-1-1,3.2400,0.4600,0.5105,-0.3372,269335821836,352922308925,866384290315
LIBMOB,Cu,+2,d9,"Br,N",1-1-1-1,3.2500,0.4700,0.5119,-0.3279,97648817267,95189143580,868505739205
LIBMUH,Cu,+2,d9,,,1.7500,0.3400,0.2430,-0.4685,766608124449,425599487374,344830165136
LIBNAO,Cu,+2,d9,"Br,N",1-1-1-1,3.2400,0.4600,0.5105,-0.3372,48418979425,707029289730,330780074746
LIBNES,Cu,+2,d9,"Br,N",1-1-1-1,3.2700,0.4900,0.5145,-0.3098,179432168440,392860484151,218819755749
LIBPET,Pd,+2,d8,"C,Cl,N",1-1-1-1,8.7700,3.0500,0.9430,0.4843,843375049911,162281151253,342677568903
LIBROH,Pd,+2,d8,"C,Cl,N,O",3-1,3.1400,0.2900,0.4969,-0.5376,337847853256,855253907722,959398810937
LIBSEV,Rh,+1,d8,"C,O",1-1-1-1,8.8200,3.0100,0.9455,0.4786,807215510155,222597090866,504513623075
LIBTIB,Pt,+2,d8,"C,P",1-1-1-1,3.1000,0.2800,0.4914,-0.5528,601278124934,107385979348,616386931740
LIBTOH,Pt,+2,d8,"C,P",1-1-1-1,3.1300,0.3000,0.4955,-0.5229,538919404175,755449236010,619228817811
LIBTUL,V,,,,,3.8100,0.3900,0.5809,-0.4089,368912490684,804361049577,677581468512
LIBVAT,V,,,,,3.3600,0.1100,0.5263,-0.9586,476251113796,877323463647,135098090583
LIBWEA,Pd,+2,d8,N,1-1-1-1,8.5200,2.8700,0.9304,0.4579,581976776959,150200699446,405495842136
LIBXOM,Pd,+2,d8,"Cl,P",2-1-1,10.4300,3.4700,1.0183,0.5403,215983861598,273147511995,414218268348
LIBXOM01,Pd,+2,d8,"Cl,P",2-1-1,10.4400,3.4700,1.0187,0.5403,467089904809,273147511995,414218268348
LICBEH,Cu,+2,d9,"Cl,N",2-1-1,3.0800,0.3100,0.4886,-0.5086,608012586050,514480992308,440244267801
LICBUX,Cu,+2,d9,"Br,N",1-1-1-1,3.2400,0.4600,0.5105,-0.3372,25955111257,244537384682,982742950995
LICCAE,Cu,+2,d9,,,3.5400,2.2800,0.5490,0.3579,800133075780,71339808589,220896813084
LICDIN,Cu,+2,d9,,,7.1700,3.4700,0.8555,0.5403,269689150558,222312398990,765532340399
LICGIR,Mn,,,,,2.9000,0.0100,0.4624,-2.0000,907740583548,390057394108,342743155196
LICLOB,Pd,+2,d8,"Br,C,P",1-1-1-1,8.6600,3.0400,0.9375,0.4829,122898032133,844997,737480544505
LICMIU,Pt,+4,d6,"Cl,N,O",2-1-1,14.1600,16.5700,1.1511,1.2193,452041403728,667608425818,326800292980
LICPUL,Pd,+2,d8,"Cl,N",2-1-1,9.5300,3.1000,0.9791,0.4914,760763354255,147239214277,277975280110
LICQAS,Pd,+2,d8,"Cl,N",2-1-1,9.0300,2.9900,0.9557,0.4757,706815286207,414120019006,954689141659
LICQEU,Cu,+2,d9,,,1.6300,0.3000,0.2122,-0.5229,453446020544,890527638702,908296306665
LICQUK,Mn,,,,,2.9100,0.0100,0.4639,-2.0000,427811408576,390057394108,342743155196
LICQUK01,Mn,,,,,2.9200,0.0100,0.4654,-2.0000,570909692077,390057394108,342743155196
LICRAR,Ag,,,N,4,2.8800,0.0000,0.4594,-3.0000,893897812239,804591886236,635288978866
LICSIZ,Cu,+2,d9,N,4,2.7800,0.0500,0.4440,-1.3010,86082508841,679914935592,62779082380
LICYIF,Pd,+2,d8,"Cl,N",3-1,9.0500,3.1600,0.9566,0.4997,309276203958,70288021396,962806437566
LICYOL,Pd,+2,d8,"Cl,N",3-1,8.7800,3.1300,0.9435,0.4955,872388063553,766126101129,29837060768
LIDKEQ,Cu,+2,d9,,,5.0000,0.6800,0.6990,-0.1675,67154996618,246804003528,416302548642
LIDKUE,Zn,+2,d10,,,5.1800,2.0600,0.7143,0.3139,223264645886,469509483180,709631936461
LIDLER,Pd,+2,d8,"C,Cl,N",1-1-1-1,8.7200,3.1000,0.9405,0.4914,675982848163,782999927975,455873280630
LIDMER,Pd,+2,d8,"N,O",2-2,2.8900,0.0100,0.4609,-2.0000,520288296411,688448387077,892413576498
LIDMIU,Hg,,,"N,Se",2-2,6.8200,3.5600,0.8338,0.5514,874078180521,316721963427,135376267005
LIDMIV,Pd,+2,d8,"N,O",2-2,8.5800,2.9600,0.9335,0.4713,662718545697,720335011397,354589310609
LIDNOC,Cu,+2,d9,,,6.4500,1.6100,0.8096,0.2068,599111335196,154020660998,56333657474
LIDRUM,Cu,+2,d9,"N,O",3-1,7.7100,2.8800,0.8871,0.4594,687782136457,912860934429,184190135387
LIDSOJ,Pt,+2,d8,"Cl,P",2-1-1,7.7600,3.0700,0.8899,0.4871,709744635752,235680682912,452450227190
LIDSUP,Pt,+2,d8,"C,P",2-1-1,8.2600,3.3800,0.9170,0.5289,480254093024,431373035701,425248345310
LIDXIJ,Ni,+2,d8,"N,S",2-2,3.0900,0.2400,0.4900,-0.6198,895046715718,515229744940,374311951181
LIDYEE,Pt,+2,d8,S,2-2,8.5500,2.8800,0.9320,0.4594,646349950771,35602640619,142747666304
LIFCAG,Zn,+2,d10,,,3.1400,0.2900,0.4969,-0.5376,268165567185,978119328876,360609345378
LIFCOU,Ni,+2,d8,"C,N,S",3-3,9.8200,14.4100,0.9921,1.1587,199164629349,326572072434,850259226782
LIFCUC,Pd,+2,d8,"Cl,N,O,S",3-1,2.9400,0.0700,0.4683,-1.1549,39244186153,477082607636,538998556961
LIFFEN,Hg,,,,,13.0900,3.7200,1.1169,0.5705,245480460959,855758655495,616454787218
LIFGOY,Cu,+2,d9,"C,N,O",2-2-1-1,7.5300,9.3200,0.8768,0.9694,725310434890,813308634761,850340358439
LIFJAN,Co,+2,d7,,,11.9400,12.6500,1.0770,1.1021,530471129364,483681439392,776715615701
LIFLAN,Pd,+2,d8,"Cl,S",1-1-1-1,7.5700,3.1000,0.8791,0.4914,98424131239,432988580537,725443508960
LIFPAT,Cu,+2,d9,"C,N",8,9.4200,13.7500,0.9741,1.1383,475850715560,958574789200,331387407137
LIFQUQ,Zn,+2,d10,,,3.0200,0.1700,0.4800,-0.7696,124801129616,370696348353,250932055805
LIFSOM,Fe,+2,d6,,,1.8100,0.3700,0.2577,-0.4318,364328301591,514002831142,659815549065
LIFTON,Pt,+2,d8,"N,O",4,9.7400,3.0200,0.9886,0.4800,736111291836,652945887722,476165318629
LIFWOM,Pt,+2,d8,"C,Cl,P",2-1-1,2.9400,0.1000,0.4683,-1.0000,330694176827,185907690531,276749916073
LIFXUW,Pd,+2,d8,Cl,1-1-1-1,2.8900,0.0100,0.4609,-2.0000,970992219526,238028779441,878195965841
LIFYUX,Cu,+2,d9,N,4,8.5600,2.8800,0.9325,0.4594,666665124496,541213343155,906167772537
LIGBUA,Ni,+2,d8,"N,O,P",3-1,20.0700,19.1700,1.3025,1.2826,837153057159,961478062577,92671037649
LIGCEL,Co,+2,d7,,,3.4400,0.2600,0.5366,-0.5850,135168309633,18206546304,928432877386
LIGFAJ,Ni,+2,d8,S,2-2,2.9000,0.0200,0.4624,-1.6990,493587379429,51021378036,119181356757
LIGFEN,Ni,+2,d8,Se,2-2,8.5800,2.8800,0.9335,0.4594,216687605649,91190566896,804985510511
LIGFEO,Hg,,,,,3.1100,0.1900,0.4928,-0.7212,104412142433,132737990065,705786153621
LIGFIR,Ni,+2,d8,S,2-2,2.9000,0.0200,0.4624,-1.6990,458752507758,270758928273,664145918922
LIGFOW,Pd,+2,d8,"C,N",1-1,5.5700,6.3100,0.7459,0.8000,386497627070,688481016880,404247645768
LIGGAJ,Pd,+2,d8,"C,N,S",3-1,8.7600,3.1000,0.9425,0.4914,350036392672,951323401491,832824767884
LIGGAK,Pt,+2,d8,,,6.2900,3.3100,0.7987,0.5198,30807004713,91776405951,863828322466
LIGGEN,Pd,+2,d8,"C,N",1-1,0.5700,6.1600,-0.2441,0.7896,89969415109,690442056751,151855812280
LIGGIU,Cu,+2,d9,,,12.4500,13.4300,1.0952,1.1281,334203913391,636072846026,147140529226
LIGGOX,Pd,+2,d8,"C,N",1-1,3.1400,0.4400,0.4969,-0.3565,402728097601,838891291801,26568008420
LIGJOB,Pt,+2,d8,"C,N,P",2-2,7.5100,3.2600,0.8756,0.5132,378653872747,537027388713,669719754653
LIGJUH,Pt,+2,d8,"Cl,P",2-1-1,8.4700,2.9100,0.9279,0.4639,44374135275,341133789146,824375245878
LIGKAO,Pt,+2,d8,"Cl,P",2-1-1,8.5900,2.9100,0.9340,0.4639,907381338241,136872860856,978019575079
LIGKUI,Pt,+2,d8,"N,O,P,S",3-1,8.3400,2.9500,0.9212,0.4698,183759233324,192671250232,647437673896
LIGQIF,Rh,+1,d8,"C,N",1-1,3.2100,0.3800,0.5065,-0.4202,352028988334,169925373958,445017552435
LIGSAW,Pd,+4,d6,"C,S",3-3,7.8400,12.9600,0.8943,1.1126,601488792883,296564130723,755015508189
LIGSUR,Co,+2,d7,,,2.0100,0.4200,0.3032,-0.3768,326256521813,726649883688,459227603829
LIGXUV,Cu,+2,d9,,,3.1000,0.0700,0.4914,-1.1549,88745593471,412880755036,790376209496
LIGYIK,Pt,+2,d8,"Cl,N,S",3-1,3.3600,0.6000,0.5263,-0.2218,99605502756,665906156471,576937750008
LIHHAN,Pd,+2,d8,N,1-1-1-1,2.8800,0.0000,0.4594,-3.0000,529096433855,552006882210,128254042453
LIHLAP,Ag,,,,,8.8100,1.7800,0.9450,0.2504,852787680295,590793951376,690078953555
LIHLOG,Pd,+2,d8,"Cl,N",1-1-1-1,3.1100,0.2800,0.4928,-0.5528,894399175324,615675703973,871307432370
LIHMEY,Cu,+2,d9,"N,O",2-2,2.8500,0.0800,0.4548,-1.0969,238449889118,947898127034,101152784676
LIHNIB,Fe,+2,d6,,,3.8600,0.8500,0.5866,-0.0706,424764380286,964769478890,524651371485
LIHNUM,Pd,+2,d8,"Cl,N",2-1-1,9.1700,3.0200,0.9624,0.4800,910922945236,699476155163,531933766545
LIHPEY,Pd,+2,d8,"Cl,N",2-1-1,9.1100,3.0100,0.9595,0.4786,628325477108,640355220661,443989374626
LIHQIE,Ni,+2,d8,"N,O",2-2,2.9100,0.0400,0.4639,-1.3979,418466920782,853109837046,600384640992
LIHQIE01,Ni,+2,d8,"N,O",2-2,2.9300,0.0500,0.4669,-1.3010,534200697990,853109837046,600384640992
LIHQOJ,Pd,+2,d8,"C,O,P",2-2,9.7700,3.1100,0.9899,0.4928,685476534356,397145624931,913662032822
LIHSUQ,Ag,,,,,12.4000,3.4700,1.0934,0.5403,402066334257,656072939042,144757980780
LIHWEE,Rh,+1,d8,"Cl,P",1-1,8.5200,3.0300,0.9304,0.4814,556467658656,926740904045,591103423378
LIHXEH,Pt,+2,d8,"Cl,N",1-1-1-1,8.8100,3.0200,0.9450,0.4800,39169366444,23909542921,276280063520
LIHYAF,Ir,,,P,2,2.6100,2.2200,0.4166,0.3464,370385293918,156140305006,3653724653
LIHYIL,Fe,+2,d6,,,3.1000,0.0100,0.4914,-2.0000,928056230846,773636067601,412312253151
LIHYOQ,Pt,+2,d8,"Cl,N",1-1-1-1,3.1400,0.3000,0.4969,-0.5229,502238342042,260872881226,303341430378
LIHYOR,Pd,+2,d8,"C,O,P",2-2,9.4600,6.2500,0.9759,0.7959,916230371464,578971126357,176652311389
LIHZAE,Pd,+2,d8,"C,N,P",2-1-1,3.0200,0.1500,0.4800,-0.8239,614450762033,396719425008,881710682476
LIJBUC,Pd,+2,d8,"C,Cl,N,P",2-1-1,3.0800,0.2300,0.4886,-0.6383,847645058633,894662686689,229995832664
LIJCAJ,Pd,+2,d8,"C,N,O,P",2-1-1,2.9900,0.1200,0.4757,-0.9208,741521775639,338439530688,733987402118
LIJCAK,Pt,+2,d8,"Cl,P,S",2-1-1,8.2100,2.9300,0.9143,0.4669,516043269699,705375657343,806068362927
LIJCAL,Cu,+2,d9,,,2.1100,0.4100,0.3243,-0.3872,524766071895,903362484435,398863054094
LIJCEP,Cu,+2,d9,,,7.0100,2.0900,0.8457,0.3201,2871155122,384858200737,266607122341
LIJCIR,Pd,+2,d8,"C,N,O,P",2-2,8.1200,9.5000,0.9096,0.9777,494257617732,814210846491,800206955698
LIJCOY,Pt,+2,d8,"Cl,P,S",2-1-1,9.2100,2.9400,0.9643,0.4683,48358914223,708832058746,66144104213
LIJFET,Ag,,,N,1-1,9.5100,4.1400,0.9782,0.6170,868118177043,844256002724,593047973380
LIJGAM,Pd,+2,d8,"Cl,P",1-1-1-1,2.8900,0.0200,0.4609,-1.6990,212698538220,513901786465,180900199044
LIJHOD,Fe,+2,d6,C,1-1,12.4600,12.4300,1.0955,1.0945,523866932798,446930619359,637943116764
LIJHUH,Pd,+2,d8,"C,N,O",1-1-1-1,2.9700,0.1100,0.4728,-0.9586,83738142631,857158521838,10961431614
LIJJAR,Fe,+2,d6,,,2.0200,1.5400,0.3054,0.1875,399666244554,167823986420,749143832826
LIJJAS,Rh,+1,d8,"C,N",2-1-1,3.1100,0.2200,0.4928,-0.6576,27513967267,40948712626,699460458797
LIJJEV,Fe,+2,d6,,,19.5900,13.0300,1.2920,1.1149,335340428055,648679649928,615905034769
LIJJIB,Pd,+2,d8,"C,N,O",2-1-1,8.8100,2.9000,0.9450,0.4624,412440635676,657436820128,573221840084
LIJKIA,Os,,,,,8.5800,3.7100,0.9335,0.5694,518101787340,533813627329,350116558074
LIJKOE,Ni,+2,d8,"C,P",3-3,10.2200,14.6200,1.0095,1.1649,791375798455,385777180123,379931936731
LIJKUM,Os,,,,,8.5300,3.8100,0.9309,0.5809,857596988425,580036164849,533701515492
LIJMUQ,Ag,,,,,4.4200,1.7500,0.6454,0.2430,55602292814,294730770129,631540095932
LIJNAX,Ag,,,N,1-1,10.8100,4.3300,1.0338,0.6365,604742656011,780285944138,720745305082
LIJNEB,Ag,,,,,4.3500,1.7200,0.6385,0.2355,997996595517,77692183376,132985141595
LIJNIF,Ag,,,N,1-1,9.6700,4.1700,0.9854,0.6201,927096768168,568209835640,58650368945
LIJNOL,Ag,,,N,1-1,9.6100,4.1700,0.9827,0.6201,825300285627,105425124109,6790283781
LIJSIJ,Pd,+2,d8,"Cl,P",2-1-1,10.3400,3.4900,1.0145,0.5428,679881872980,351419011546,130347563192
LIJTEG,Pd,+2,d8,"Br,P",2-1-1,10.4900,3.5900,1.0208,0.5551,861747557619,549713895681,277914450907
LIJTIK,Pd,+2,d8,"I,P",2-1-1,10.5800,3.7900,1.0245,0.5786,752637568189,149675963564,911037470570
LIJYAI,V,,,,,4.0500,0.4700,0.6075,-0.3279,175986062220,438039253868,664078880497
LIKBIS,Zn,+2,d10,N,4,0.8800,0.7400,-0.0555,-0.1308,171357771650,379508501259,447281617384
LIKGAQ,Cu,+2,d9,,,5.7300,0.8700,0.7582,-0.0605,609081904655,732806901663,477599393606
LIKGEU,Cu,+2,d9,,,5.1900,0.6600,0.7152,-0.1805,990459434947,59582596909,867755311399
LIKLOI,Ni,+2,d8,S,2-2,8.0200,2.7300,0.9042,0.4362,599498681987,429734866561,506937573460
LIKRIG,Zn,+2,d10,,,3.1500,0.2600,0.4983,-0.5850,546790304644,656078105761,740776121310
LIKROM,Zn,+2,d10,,,9.6600,16.4900,0.9850,1.2172,620079766536,738518323573,848001002301
