selection_order,gate_member,stratum_selection_rank,mol_id,fold,metal,cn,graph_sha256,canonical_smiles,source_member,source_payload_bytes,source_payload_sha256,n_atoms,selection_score_sha256,ligand_payloads_json,ligand_payload_provenance_json,connectivity_status_json
187,False,37,TORBEJ,0,Ni,4,c775e6d74748fe5ed601142583bef24d3f7d53bd45a38b849d51d260e661a9ed,CC(C)P(Oc1ccccc1)(C(C)C)->[Ni+2](<-[Br-])(<-[Br-])<-P(Oc1ccccc1)(C(C)C)C(C)C,xyz/TORBEJ.xyz,2422,fdab3a3941f011169a43cea8229966377b2c34dec3799bfe227e4bfb76ad834e,69,1a6867c3a00e391759b1108f2f3b453d3c0c801ff9be609dfa5c338363af538e,"[""[H]C1C([H])C([H])C(OP)C([H])C1[H]"",""[H]C1C([H])C([H])C(OP)C([H])C1[H]"",""Br"",""Br""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
188,False,36,TUJCUZ,1,Rh,4,20aebb12f1c4c6c3406c6cd1fcbc70b9b71669d4e866d4bbe4e3200111b4ff0e,[O+]#[C-]->[Rh+](<-n1cccc(O)c1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,xyz/TUJCUZ.xyz,2910,200c7de98e9a9690f64eeac4ddf6e59a09b63dbf8d0c2186b3f9bfd2ef7ffc51,83,1a86cbc8a37b4bf11e0f7c625078009710b5c0a4442f448add71adafb5e993d5,"[""CO"",""[H]OC1C([H])NC([H])C([H])C1[H]"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
189,False,46,IWUFIS,2,Zn,5,eb5cb6712f04a04a142d5f6e06b5810ee27412009db5de6c971d672a778ca649,C=C=Cn1c2-c3cccc4-c5n(C=C=C)c6ccccc6n5->[Zn+2](<-[Cl-])(<-[Cl-])(<-n34)<-n2c2ccccc21,xyz/IWUFIS.xyz,1757,132656e81d96e78b7902c089caac58d48320eafee910335f2d8847606fc8f7bf,50,1abadbe41d83ecd582d7cc0fcceae9a5b005a74cf6c92b1724d0b32eb174c852,"[""[H]C([H])CC([H])N1C(C2NC(C3NC4C([H])C([H])C([H])C([H])C4N3C([H])CC([H])[H])C([H])C([H])C2[H])NC2C([H])C([H])C([H])C([H])C21"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
190,False,8,KIVKUV,3,Pt,4,377ec04bad07a876eabcc2bcb48350e069956064485ccd8c3df33717111a9f14,[Br-]->[Pt+2]1(<-[Br-])<-n2cscc2-c2[nH]c3ccccc3n->12,xyz/KIVKUV.xyz,847,c8efa1e14e5c4fd886d56e5d244e0035949c1cc7e107e081d974da837f87a999,24,1b954b3e6e3a3003d2630d9d4ac8e45458e3fe02fc17dcdc9ff1880646986976,"[""[H]C1NC(C2NC3C([H])C([H])C([H])C([H])C3N2[H])C([H])S1"",""Br"",""Br""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
191,False,62,YADJIW,2,Ni,5,77278e4e08368d36c262c63473e8599da7ab29f5e1e00fe3cab2462f53dfe456,CSc1ccccc1[S-]->[Ni+2]1(<-[S-]c2ccccc2S->1C)<-P(C)(C)C,xyz/YADJIW.xyz,1615,db03cf866b6277ccefc54a6bea191720548d7e7a0bfa6fb2d0350cb84fd7ba88,46,1c013b9e717dc7103fc07dde0c909b531454a21f53813bfec120a4fe1c667623,"[""[H]C1C([H])C([H])C(S)C(S)C1[H]"",""[H]C1C([H])C([H])C(S)C(S)C1[H]"",""P""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
192,False,49,XEZWAE,4,Fe,5,a159798ae86ac198af627c033ec3cffc406bac55dded1d23ece2d7c4c3207d7d,CC(C)P1(c2ccccc2P2(C)c3ccccc3P(C(C)C)(C(C)C)->[FeH+]<-2<-1(<-[Cl-])<-[C-]#[O+])C(C)C,xyz/XEZWAE.xyz,2526,bbc36945cee6be195c86fd8b98e5f0f5d523c1f3a2fc5c53e1c9dd236ab33b71,72,1c442cd1d37042ab4314d534eb7793e8033bcf0c2adc282dacdbc40ada7cdcb1,"[""CO"",""P"",""P"",""P"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
193,False,50,HATMOI,3,Zn,6,bda0a9d43f1517577480859a212fe321921ca7c83203c6c2905ce30768619351,O=C1[O-]->[Zn+2]23(<-[O-]C(=O)c4cccc(-c5ccccc5)n->24)(<-n2ccccc2-c2ccccn->32)<-n2c1cccc2-c1ccccc1,xyz/HATMOI.xyz,2350,485e591e597cd6f56824f6fbfa4d8db231a32d068dda81d64f56ff7fd3562557,67,1cc4ec391a5f9a7b6abf2876bc3bd6350df8de3e61372a734200dc19d3ca2c51,"[""[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1C([H])C([H])C(C2NC(C(O)O)C([H])C([H])C2[H])C([H])C1[H]"",""[H]C1C([H])C([H])C(C2NC(C(O)O)C([H])C([H])C2[H])C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
194,False,37,KIYRAN,3,Zn,6,be83da0604db9dc4ac22c6a0990c43f00704dde0147cca819b3628b251a4df77,CN(C)C=O->[Zn+2]12(<-O=CN(C)C)(<-[O-]C(=O)c3ccc(C(=O)O)cn->13)<-[O-]C(=O)c1ccc(C(=O)O)cn->21,xyz/KIYRAN.xyz,2000,81be231f79cce9fe12b6f2d72d27577077fee52d009bbcead486ca59fb265eb0,57,1cc7348f35c02900dddd3487dea4454f0742ed6a70fcb1e8dc2f8a970cb0aeb6,"[""[H]OC(O)C1C([H])NC(C(O)O)C([H])C1[H]"",""[H]OC(O)C1C([H])NC(C(O)O)C([H])C1[H]"",""[H]C(O)N(C([H])([H])[H])C([H])([H])[H]"",""[H]C(O)N(C([H])([H])[H])C([H])([H])[H]""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
195,False,17,WANZIY,4,Fe,6,f0455d311fe90bbdfcafc4445a3830b0d175179d807ab21fdc43c012758cb2d8,CP1(C)CCP(C)(C)->[Fe+2]<-123(<-[CH-]=C(C(=O)[O-]->2)c1ccccc1)<-P(C)(C)CCP->3(C)C,xyz/WANZIY.xyz,2315,1d056a868a4612660c679f4ff21d627fb504a070cf376d503260de8eea1c11f9,66,1d422f8679649d838d9f555076987ceee9b926d74dcaa9e9f99a77502c14f69c,"[""[H]CC(C(O)O)C1C([H])C([H])C([H])C([H])C1[H]"",""P"",""P"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
196,False,13,GECWAP,0,Zn,5,a249075a877e86d9ead3164de75b08e6ee167771cd7d319adf19816f0c23c013,[Cl-]->[Zn+2]12(<-[Cl-])<-N(=Cc3ccccn->13)Nc1ccccn->21,xyz/GECWAP.xyz,987,1427718a85cd886674aa9101e9eea9272689837754788da9ffc261ee7d2849c8,28,1d9468805419f96aabeb694e4c78894c3108aeaf66fe503453ca1137a97800d3,"[""[H]C1NC(C([H])NN([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
197,False,57,IJALEK,2,Pd,5,1e81d7e7d1312b73d5c373a2ae7fe331272438c5fe973911886e4c447d2fc171,CP(c1ccccc1)(c1ccccc1)->[Pd+2]1(<-[O-]P2(=O)OP(=O)([O-])OP(=O)([O-]->1)O2)<-P(C)(c1ccccc1)c1ccccc1,xyz/IJALEK.xyz,2350,b5fe7a680853fbf3a082340fd635d3b61856cbe574a8aa3966bed1ad4cf54c62,67,1da1d7dd9d13a814b62c366f2a6be9f3637d47a09b3944fc32a0a748d69a49a3,"[""O[PH]1(O)O[PH](O)(O)O[PH](O)(O)O1"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
198,False,45,KANQAS,2,Ir,6,89ced4705a6ba07b5d823737bff37bc196bcdecdd43e4741a5461badb2f1e80d,OC1C=N->[Ir+3](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-N=1)<-n1ccccc1,xyz/KANQAS.xyz,848,e10acd253b87cb491be194ebb14614d97dfcecb8b06b30fc8666a1e9833296e7,24,1df42ceced7a8ec6cc91173ccccf5feb9b104605901cecb688572e50a6815abf,"[""[H]NC([H])C(N[H])O[H]"",""[H]C1NC([H])C([H])C([H])C1[H]"",""Cl"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
199,False,57,ZANVIW,0,Ni,6,e9b6db4c359bf414d86efac97228e6851d41552f24874707812f8fea426f4e92,S=C=[N-]->[Ni+2]12(<-[N-]=C=S)(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21,xyz/ZANVIW.xyz,1650,f3fb0632fecbf6feff95c2fda35fd32141fb6e7a85f970b4b38d90da78ab47ea,47,1e2a3bcf75d3c0e45e562d9a9953cb2a84aaadccff59c831a3dbe63b8ca63407,"[""[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""NCS"",""NCS""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
200,False,48,SUMHAM,3,Pd,4,b82e8b5908742b14c6b6f4e83d5e6ec2238cd84e01544703fbfe3b1043561c4c,CC(C)P1(CCP(C(C)C)(C(C)C)->[Pd+2]<-1(<-[F-])<-[F-])C(C)C,xyz/SUMHAM.xyz,1790,359c35490aaec862bba906dde265416b15c7a2ae17d902ebd80b13d2a0faac9e,51,1e35f176a994e5070772b56272b247a5af0138ccdbead49b4c646b5cd13321c9,"[""F"",""F"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
201,False,39,ETETEE,4,Pt,4,a5f591f643ed8dbcd18ceac58fec02871757375f3682de23ead24bbeb224bba1,CSC1C=C([O-]->[Pt+2](<-[Cl-])(<-S=1)<-S(C)(C)=O)c1cccc(O)c1,xyz/ETETEE.xyz,1231,1a87b89fcb73785720902b534f8ea43a88ed4bd96867e8240dec1f0d696546ff,35,1e8cff268a7000b6325605f01c14e079415fd800a35009c29e2aa1aa49e62e2d,"[""[H]OC1C([H])C([H])C([H])C(C(O)C([H])C(S)S)C1[H]"",""OS"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
202,False,39,ZEHMAE,3,Zn,5,ff6ab16419191cad9aa12306c7930d65e9abf1f8b9262444eed6c9b101ad9e55,[Cl-]->[Zn+2]12(<-[Cl-])<-O=C3c4ccccc4NC(c4cccc5cccnc45)N3N->1=Cc1cccc3cccn->2c13,xyz/ZEHMAE.xyz,1932,39f206591cce0de4cff506f7c903a1d9f4f1c5b0befe8c10a9ea6d22e85e1858,55,1e92cbd1b7e05ea20226cdca2cb5741467d07d5c3d3b6e1607d87b5593f5c810,"[""[H]C1NC2C(C([H])NN3C(O)C4C([H])C([H])C([H])C([H])C4N([H])C3([H])C3C([H])C([H])C([H])C4C([H])C([H])C([H])NC43)C([H])C([H])C([H])C2C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
203,False,19,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,Fc1ccc(N(=Cc2ccco2)->[Cu+](<-[Br-])<-N(=Cc2ccco2)c2ccc(F)cc2)cc1,xyz/YOQWEJ.xyz,1616,667d7da4d4a12718afdf9b67f97925c0c766c2f2d9b902f8540ae195f7aa88ad,46,1ec1ea66f53e2f613bf118b01159cdf5cbac80ee25a7d43dbb19d5c1ed6f24f3,"[""[H]C(NC1C([H])C([H])C(F)C([H])C1[H])C1OC([H])C([H])C1[H]"",""[H]C(NC1C([H])C([H])C(F)C([H])C1[H])C1OC([H])C([H])C1[H]"",""Br""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
204,False,65,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,[O-]C1=C2C=NC=C[N-]2->[Fe+10]234(<-[N-]5C=C[N-]C=C5[C-]([O-])[N-]->2[C+]2[CH-][CH+][CH+][CH-][C+]2[N-]->3[N-]c2ccccc2)<-[N-]([N-]c2ccccc2)c2ccccc2[N-]->41,xyz/TEHLOK.xyz,2490,087b206fd07bb45bec8e4413bdb44c53b1d3465870f4f47036c83e932c6d0ca8,71,1ec9258c5f5cb737c6b28a63708c9717c0fb04c24747ad0a8277043796f06c9b,"[""[H]C1NC([H])C(C(O)NC2C([H])C([H])C([H])C([H])C2NNC2C([H])C([H])C([H])C([H])C2[H])NC1[H]"",""[H]C1NC([H])C(C(O)NC2C([H])C([H])C([H])C([H])C2NNC2C([H])C([H])C([H])C([H])C2[H])NC1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
205,False,19,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,CC(C)(C)P1(CCP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[Cl-])<-[Cl-])C(C)(C)C,xyz/RABGUZ.xyz,2212,0cb4365cbe148e004535c31f7f7603094a01cada86f4e4478ba2c446da24a48d,63,1ee284d2f2a1ed6f01bed11403dd53ecc0444a1cd16b49acc1eb4e1d19196fbf,"[""P"",""P"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
206,False,43,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,[Br-]->[Cu+]1(<-n2ccccc2-c2oc3ccccc3n->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,xyz/HEQCIS.xyz,2071,9d1eba741f570a78c2ebbb94fd7a6e9907936383998f6d0c8423475958b3ce94,59,1f25a864e720781ca4a0aa8a0095edf371b1c2b00cfacd454dde4264ce76e212,"[""[H]C1NC(C2NC3C([H])C([H])C([H])C([H])C3O2)C([H])C([H])C1[H]"",""P"",""Br""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
207,False,38,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,[Cl-]->[Zn+2]12(<-[Cl-])<-n3c(-n4cccn->14)cccc3-n1cccn->21,xyz/UGAFIS.xyz,987,1b7fb7a07be9bd7f3c812ee95623e8afcb8474a5307f0d1f96a8629baa626275,28,1f3374f4b14ec53ef1c2fe8ba1021f4f6c608c76687347963c542d9dce122745,"[""[H]C1NN(C2NC(N3NC([H])C([H])C3[H])C([H])C([H])C2[H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
208,False,10,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,c1ccc(N2=Nc3ccccc3[NH-]->[Pd+2]<-23<-[NH-]c2ccccc2N=N->3c2ccccc2)cc1,xyz/QOFFIA.xyz,1790,f73501df87df1853b1da23cfacdfbbeacb9a35236abdd91a6e5ac3986cc32f42,51,1f87a9fcdf58bc2a9d0a1d4100ca860f68b0f2407ccbd5e40b81afddd9d27fb7,"[""[H]NC1C([H])C([H])C([H])C([H])C1NNC1C([H])C([H])C([H])C([H])C1[H]"",""[H]NC1C([H])C([H])C([H])C([H])C1NNC1C([H])C([H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
209,False,29,AZIXIS,0,Ni,4,1c5be25b50c48adbd47cb37c9adf5a0e6460a58075931c2caf8f9735a035baf3,CN1C=CN2c3cccc4OP(c5ccccc5)(c5ccccc5)->[Ni+2](<-[Br-])(<-[C]12)<-[c-]43,xyz/AZIXIS.xyz,1616,e2adf1147d787ec7b830964a6959cb62b7b75c6d4df294c6daf4c5dfb6c8d995,46,1f9168c516ab45e57827747c02b63e567ea27d255e501f62f146312fcad2b42f,"[""[H]C1C(OP)CC(N2CN(C([H])([H])[H])C([H])C2[H])C([H])C1[H]"",""Br""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
210,False,46,QIZRIA,0,Ni,4,f1b30612980214e5d958dc1c97c02158c3823eab92eeacbe014b79cef1cf29ff,C(c1cccs1)=N1N=C(SCc2ccccc2)[S-]->[Ni+2]<-12<-[S-]C(=NN->2=Cc1cccs1)SCc1ccccc1,xyz/QIZRIA.xyz,2070,b9e632ae2504ea6f1f71b47e5265b4d623e4b7d487074a2f4ba9f9ffb43edcf8,59,1fcc28894ebab1d147701c25a175daab06f6467645e1760f8453a6c6e787cb6c,"[""[H]C(NNC(S)S)C1SC([H])C([H])C1[H]"",""[H]C(NNC(S)S)C1SC([H])C([H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
211,False,12,TIFVOT,2,Rh,5,b6dea94130eba21a5936263d59671de6a231f3a0963cff82ab119e96d53ad765,CC(C)P(C(C)C)(C(C)C)->[RhH+2](<-[Cl-])(<-[Cl-])(<-[Cl-])<-P(C(C)C)(C(C)C)C(C)C,xyz/TIFVOT.xyz,2353,de61cdb4e3081df8ed8ec317937f086caff9ddc0ef94921882af4e8d46ffab2d,67,201c59851d44b0da2c8ca9469eeaa616731615289585b1fed27e69914afbb292,"[""P"",""P"",""Cl"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
212,False,33,OXEXUL,3,Ni,4,58c6fb47fe4a112548aab216210f05523c74da6cb0874297fe4b7c3800f6259f,CC(C)(C)P1(CCP(C(C)(C)C)(C(C)(C)C)->[Ni]<-12<-O=C->2=O)C(C)(C)C,xyz/OXEXUL.xyz,2245,e019e7347d71a7e671cd259cd966a3e3bf78e930b946329a0298fd0367e9bda3,64,20590dcd539a0ea5e7d330ce4f720018e416b6c94731b55946755b2519af436d,"[""OCO"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
213,False,60,TERDUR,1,Pt,4,d6d31c24b7869d13f63f9b218de24c423ee2549942282fe4ee9ff199d874a356,CC(C)P1(c2cc(F)ccc2[N-]2c3ccc(F)cc3P(C(C)C)(C(C)C)->[Pt+2]<-2<-1<-[Cl-])C(C)C,xyz/TERDUR.xyz,2281,25a6daca15c272a47b9e4db947689c2908df6ae9d0897f7f45306223cbeb768d,65,206afbe813ee4785980390dc408fcee2f5c50da4820a04ffbcac3ee44da19a52,"[""[H]C1CC(NC2CC([H])C(F)C([H])C2[H])C([H])C([H])C1F"",""P"",""P"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
214,False,32,FIFWIB,2,Zn,5,6332175db2978e4d44d5a475bead2a1479ace1b7977acb3da19abfd3f553b3c0,[Cl-]->[Zn+2]12(<-n3cc[nH]c3-c3[nH]ccn->13)<-n1cc[nH]c1-c1[nH]ccn->21,xyz/FIFWIB.xyz,1196,79c4d700e58cc1f28d668ed07ad2032a82e2c94d68a93add3b6491416dcdccfd,34,2113b061eb53bd363f5e689165a5605f7b3b9d807775c24a5912f82266ddbc35,"[""[H]C1NC(C2NC([H])C([H])N2[H])N([H])C1[H]"",""[H]C1NC(C2NC([H])C([H])N2[H])N([H])C1[H]"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
215,False,64,TAWFED,3,Fe,6,e4b7d4376566bf01178ee74cfcf97696d3afa5fbb045debae00290b9e0c78beb,S=C=[N-]->[Fe+2]12(<-[N-]=C=S)(<-n3ccccc3Nc3ccccn->13)<-n1ccccc1Nc1ccccn->21,xyz/TAWFED.xyz,1790,cfb10887b28ed7ccec2bd0da67169cb513d0f38caadb33a0b35ee961b30b01ca,51,21b4c2965186101018e6eacad88395a66009bacaa7c4f0eb7a4906bd05584cff,"[""[H]C1NC(N([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(N([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""NCS"",""NCS""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
216,False,33,KIGCIQ,4,Pt,6,e4a007d57abebb0ac7bd1c053507dbc4fe7e2c9b32aa205add5fe006db3ca09f,COc1cc[c-]2->[Pt+4]3(<-[Cl-])(<-[Cl-])(<-[Cl-])<-n4ccccc4-c4cccc(-c2c1)n->34,xyz/KIGCIQ.xyz,1303,7ede9e1167220e374d8e947a56aef3cf70290e09ebfb516456cf336f51b5d390,37,21b722982b2d28407c083316dc7e1e7e6bdd7bd6f79fbaadea7078142206f6ad,"[""[H]C1CC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C([H])C2[H])C([H])C(OC([H])([H])[H])C1[H]"",""Cl"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
217,False,61,VUFVEZ,1,Fe,5,d4652079a1d90e8222c15aa2c5532e5003c8026031da75217bfaa1660fdc7318,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[FeH+]<-1(<-[Br-])(<-[C-]#[O+])<-n23)C(C)C,xyz/VUFVEZ.xyz,2036,21ec193f52ba0bc157fee7d563ea0f78fd418f83c6d44829d200dac164d23cd4,58,21f9537320e4664ec92e4fd553bf43ab7aab56f78b25e2aa0cb42fb734311199,"[""[H]C1C(OP)NC(OP)C([H])C1[H]"",""CO"",""Br""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
218,False,11,WUWBAT,2,Pt,4,fec7439ef249c7752398c52cc5c1c2329b2a531d83cdb7f64a737d06f0f07854,FC(F)(F)c1ccc(C#N->[Pt+2](<-[Cl-])(<-[Cl-])<-N#Cc2ccc(C(F)(F)F)cc2)cc1,xyz/WUWBAT.xyz,1232,f72e6b66b2e18fd27afb072411e4de101c801067be4a18d3c16a77e1369462d0,35,22315aa5376e1b834f2c610bced8c7d65882f12c8ded9b7ff35e61768bf31143,"[""[H]C1C([H])C(C(F)(F)F)C([H])C([H])C1CN"",""[H]C1C([H])C(C(F)(F)F)C([H])C([H])C1CN"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
219,False,36,EDOQUJ,3,Rh,6,d0ab4c253a93d6e8cd669ba7b150c948bf9cac5938311e166f23f3d42587d906,C1=C2OCC(c3ccccc3)[N-]2->[Rh+]23(<-C=C->2)(<-C=C->3)<-N2=C1OCC2c1ccccc1,xyz/EDOQUJ.xyz,1860,c389d28c8cd6f21a85819f194a891e7b28617fa5d7efba3ef27f8f6c14f0cb2c,53,2260b4a016c009442c5d780cbbeec4c2ab0da584a21bc0e4011fd29d0d84b7b0,"[""[H]C([H])C([H])[H]"",""[H]C([H])C([H])[H]"",""[H]C(C1NC([H])(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])O1)C1NC([H])(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])O1""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
220,False,64,WUPREE,0,Rh,4,a9513003fd5ada76180ccaff96c7ff5477e1dbdf9bae158767c6d3d8043df23c,Cc1ccccc1P(c1ccccc1)(c1ccccc1)->[Rh+](<-[Cl-])(<-[C-]#[O+])<-P(c1ccccc1)(c1ccccc1)c1ccccc1C,xyz/WUPREE.xyz,2736,9ec4ecaac159ad489ef54188df3fdd8c057b6d44fdd613de89594a80d2471945,78,22d0c795dd26d4e9445bfeeccc7ad4fc5e36076fd3704af91c5605d85f6edb9d,"[""CO"",""P"",""P"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
